id,appid,developer
17237,674170,Greyish Games
17238,674180,AliveIn Technology Ltd
17239,674190,Quicksilver Software
17240,674210,Digital Awakening
17241,674220,NorthernLights Games
17242,674230,Songhouse Games
17243,674250,Pixel by Pixel Studios Inc.
17244,674310,Thick & Thin
17245,674330,"Defend the Cake, LLC"
17246,674360,Parrott Studios
17247,674370,The Sociopath Software
17248,674380,Halissoni
17249,674390,Dalesi
17250,674400,DreamPunks
17251,674420,MATRE
17252,674440,2xMilk
17253,674450,Stray RamBling
17254,674520,sebagamesdev
17255,674530,ZHANGKAI
17256,674550,FunshipTech
17257,674570,Hero Game
17258,674580,Watercress Studios
17259,674630,牛学者
17260,674690,"The Studio of Secret6, Inc."
17261,674750,Awesome Games Studio
17262,674800,ClickGames
17263,674840,Legends of Eternalia
17264,674850,"Truant pixel, LLC"
17265,674860,Egor Magurin
17266,674890,Rahmat Nata Djaja
17267,674900,Pooandplay
17268,674910,Lever Studios
17269,674940,Landfall West
17270,674960,"Crow's Key Studios, LLC"
17271,674980,Dirty Fighter Team
17272,675010,Saber Interactive
17273,675030,Brackish Games
17274,675040,Paper Rose Games
17275,675120,Obadiah D Luna
17276,675130,Luciano Cargiolli
17277,675140,Studio Albatros
17278,675160,SQUIX Games
17279,675170,Atomic Jelly
17280,675180,Choice of Games
17281,675210,DigitalDNA Games LLC
17282,675220,Xitilon
17283,675230,"Callipygian Games, LLC"
17284,675240,Love in Space
17285,675260,Telltale Games
17286,675330,Hyperfine Studio
17287,675360,"Accela,Inc."
17288,675370,NekoToFuurin
17289,675480,Cardboard Keep
17290,675490,bluffman
17291,675500,Snap Finger Click
17292,675510,phoenixmirror
17293,675530,Dracula's Cave
17294,675560,SDEnterNET
17295,675620,▲ Pyramid Games
17296,675630,"Emerson Design, Inc."
17297,675640,Funderground Games
17298,675660,Idea Cabin
17299,675680,GaluluGame
17300,675720,ToastieLabs
17301,675730,KOCMOC17
17302,675750,"Chequered Ink Ltd., GameDevDan"
17303,675810,YourFunWorld Studios
17304,675830,Ventura Science
17305,675870,Bence Sipka
17306,675890,RhinoGearz
17307,675910,MadameBerry Games LLC
17308,675940,Shevchenko Technology
17309,675950,HexWar Games
17310,675960,Serf100
17311,675980,Evgeniy Alemzhin
17312,675990,Mutant Entertainment Studios
17313,676000,Tower Up Studios
17314,676070,Deydrihm
17315,676090,SPG STUDIO
17316,676120,"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD"
17317,676130,InvertMouse
17318,676170,"Joie Liba, William Wu"
17319,676180,Draftline Games
17320,676210,Kamil Szczepanik
17321,676240,"conradproteus, cavalie_ro, S.C. 16 BIT NIGHTS S.R.L."
17322,676310,LIUBEZHANIN VASYL
17323,676320,Beaver Drummer
17324,676340,Colin Stoddart
17325,676410,Aves Games
17326,676420,Robert Wahler
17327,676430,"Maciej Targoni, Michal Pawlowski"
17328,676440,Enitvare
17329,676450,Tyler Stansfield Jaggers
17330,676460,Emerald Beast Studios
17331,676470,Rovango Studio
17332,676480,Ghost Time Games
17333,676490,Heroes Dev Team
17334,676500,Proton Studio Inc
17335,676520,MATRE
17336,676530,"JBN Games, LLC"
17337,676540,One Dave Software
17338,676550,SP Digital Arts Inc.
17339,676570,"Coremedia,inc."
17340,676580,x0to1
17341,676620,xuan
17342,676630,Charles Games
17343,676660,Silver Cow Studio
17344,676680,Hallid Games
17345,676690,TiStar Game
17346,676700,Delum Studios
17347,676720,Swarog Games
17348,676730,Dio Alias Games
17349,676760,Talentplace
17350,676770,"Flo Knödl, Johannes Fischer, Michael Hütter, Christoph Müller, Simon Eberl, Thomas Kern, Lukas Schönwiese"
17351,676800,Steve Antoniadis
17352,676820,Bithell Games
17353,676830,Fourfold Games
17354,676840,"Monochrome, Inc"
17355,676850,Exodus Software
17356,676880,深圳槟果文化科技有限公司
17357,676910,ARTIFACTS
17358,676930,Finite Reflection Studios
17359,676960,Team Pea
17360,676990,Bornteks Entertainment
17361,677010,The Awesome Game Studio
17362,677020,The House of Fables
17363,677030,Hio Giang
17364,677040,Logtown Studios AB
17365,677060,"NTWO Studio Co., Ltd"
17366,677080,StudioGIW
17367,677120,Crackshell
17368,677160,Total Mayhem Games
17369,677180,Brain Stone GmbH
17370,677190,Monandol Games
17371,677210,Ultima Games
17372,677220,Playcademy
17373,677230,3DDUO
17374,677240,CrazyBits Studios
17375,677280,pixel.lu
17376,677290,"ARCAT, Inc."
17377,677300,Pillow Fight
17378,677310,edisonlee55
17379,677330,Forge Reply srl
17380,677340,Codebyfire
17381,677380,Subjective
17382,677450,David Moralejo Sánchez
17383,677480,Symmetric Games
17384,677520,Invincible Cat
17385,677650,Cublo
17386,677680,MONKEY WRENCH STUDIO INC.
17387,677700,SluggishtacoGames
17388,677710,MADBones Games
17389,677720,Vertical Reach
17390,677730,Top Hat Studios Inc
17391,677780,xiaofeixiong
17392,677790,Team Fork
17393,677820,SugGames
17394,677850,Stelex Software
17395,677870,GCTV DevTeam
17396,677880,Zero One
17397,677910,Oscar Kenneth Albero Ingles
17398,677920,Trifulca Force
17399,677980,Anatoliy Loginovskikh
17400,678010,Crystalmesh Studios
17401,678060,Ken Koji
17402,678090,Videojuegos Fermín
17403,678100,RealityBusters.co
17404,678190,King Key Games
17405,678200,Happy Bat
17406,678230,Credici
17407,678240,MFAFB Games LLC
17408,678290,Strong Cube
17409,678310,Made of Bits
17410,678410,Elephant Games
17411,678430,EleFun Games
17412,678440,Eipix Entertainment
17413,678450,Gamepainters
17414,678470,Plan B
17415,678500,Felipe Nicolazzi
17416,678520,"INTI CREATES CO., LTD."
17417,678530,Parrott Studios
17418,678540,SYLPH
17419,678560,Hongyuan Game
17420,678570,iDEACLOUD inc.
17421,678620,Interplay Entertainment Corp.
17422,678670,Anatoliy Loginovskikh
17423,678680,7DOTS
17424,678750,Qverty.com
17425,678760,"MojoTouch, Adventure Soft"
17426,678770,CAT IN JAR GAMES
17427,678780,Nedodnb
17428,678800,Ninja Kiwi
17429,678820,Rotatipyra
17430,678830,Room 8 Studio
17431,678850,Nifflas Games
17432,678870,Spiez
17433,678880,Octopus 8 Studios
17434,678890,Toplitz Productions
17435,678920,Videojuegos Fermín
17436,678930,Battenberg Software
17437,678940,Binary Souls
17438,678950,Arc System Works
17439,678970,Orchid Games
17440,679030,RF
17441,679070,cloneZone
17442,679080,Lemonauts
17443,679090,Valorware
17444,679100,Ludi Dorici
17445,679160,CollabHub
17446,679190,Tonguç Bodur
17447,679200,True Story
17448,679220,DRUNKEN APES
17449,679230,Sun Labyrinth LLC
17450,679260,KishMish Games
17451,679270,"Antaria, LLC"
17452,679300,Broguelike
17453,679390,Nick Everlith
17454,679400,Iron 27
17455,679410,Broke Astronaut
17456,679430,DHTstudios LLC
17457,679460,Virtual Top
17458,679470,Team Syukino
17459,679480,"Shanghai Niuka Network Technology Co.,Ltd."
17460,679490,AliveGameStudio
17461,679500,Layton Hawkes
17462,679510,ExclexGame
17463,679530,Ripknot Systems
17464,679540,CyberLink
17465,679550,CyberLink
17466,679560,CyberLink
17467,679570,CyberLink
17468,679620,Xperiencia Virtual
17469,679640,magnussoft
17470,679660,Blender Games
17471,679670,Reality Reflection
17472,679690,Rebusmind
17473,679720,Happy Bat
17474,679740,Mihai Morosanu
17475,679750,metricminds GmbH & Co KG
17476,679770,Nitreal
17477,679780,EJRGames
17478,679820,Dikobraz Games
17479,679860,Antonio Renna
17480,679930,Petite Games
17481,679960,Chano H. Hansen
17482,680040,Sijawa Production
17483,680070,Puzzle: Underwater World
17484,680100,Ihor Kalinin
17485,680120,FarBox Games
17486,680140,Brewsterland Studios
17487,680170,VR Triber
17488,680190,Interstellar Tortoise
17489,680250,APPLEMINT
17490,680310,"Azerion, Youda Games Holding B.V."
17491,680320,ONEONE1
17492,680330,Lone Artisan Games
17493,680340,Woblyware
17494,680350,Rusty Oak
17495,680360,Vox Games
17496,680390,MegaFun Games Ltd.
17497,680400,Void Dimensions
17498,680440,Nincent
17499,680450,7 Raven Studios
17500,680480,Inner Void
17501,680500,VAnight
17502,680550,Gustsoft
17503,680560,Infinite Void Ltd.
17504,680620,All Those Moments
17505,680640,Lockem Reality
17506,680680,xrrawva
17507,680690,Narko Games
17508,680700,Capybara Games
17509,680730,NewFort Studios
17510,680750,Epsilon Games
17511,680780,Nomad Assembly
17512,680860,Mirabolis Studios
17513,680890,"Flaming Bat Studios, Bareware Studios"
17514,680930,OddMeat
17515,680940,Antispace Studios
17516,680950,Rising Fun Games
17517,680970,Subdream Studios
17518,680980,Unbound Creations
17519,680990,Drew Wallace
17520,681000,CJWorks
17521,681020,Verdict Studios LLC
17522,681030,Jan
17523,681060,Liam Doherty
17524,681070,Vyacheslav Shilikhin
17525,681090,Yash Future Tech Solutions Pvt Ltd
17526,681100,"Super Awesome Hyper Dimensional Mega Team, Tama Global"
17527,681110,Pixelnicks
17528,681140,"38,9_Degrees"
17529,681150,Rainbow Duck
17530,681160,Flurry Game Studios
17531,681190,Team OctoPoodle
17532,681240,J. King-Spooner
17533,681260,TheBlavas
17534,681280,RageSquid
17535,681290,"Zelun, Tio_jolo"
17536,681330,Deimos Games
17537,681340,BOBAFETTA
17538,681350,LIUTING
17539,681360,"Jake Overall, Mark Ohnsman, Josh Olds, Matthew Overall, Jaime Madsen, Gunnar Anderson, Aaron Kim"
17540,681380,"Pandamonium Games Design, Main Leaf"
17541,681390,INTO GAMES
17542,681410,"Lukáš Osouch, Petr Čermák"
17543,681460,Ironbell
17544,681480,Games++
17545,681490,Evgeny Petrov
17546,681500,WnMStudio
17547,681520,Aegon Games Ltd
17548,681530,NOISZMAKERS
17549,681540,s_unk
17550,681550,Vice Age
17551,681610,PodShoh Studio
17552,681620,Hannes Delbeke
17553,681630,New Atlantis Games
17554,681660,NEOWIZ BLESS STUDIO
17555,681670,Seize Studios
17556,681720,Silver Moon Internet
17557,681740,Okay Studios
17558,681750,Jakub Klementewicz
17559,681760,Theodor Niklas
17560,681780,Berdochan
17561,681800,Snowflurry Entertainment
17562,681810,"Softstar Technology (Beijing) Co.,Ltd"
17563,681820,"Softstar Technology (Shanghai) Co., Ltd."
17564,681830,"Softstar Technology (Beijing) Co.,Ltd"
17565,681840,"Softstar Technology (Beijing) Co.,Ltd"
17566,681900,Software Geezers
17567,681910,Brzezinski
17568,681920,BVG Software Group
17569,681950,Attila Vitez
17570,681970,Moral Anxiety Studio
17571,681980,Thorne Games
17572,681990,Caleb Chalmers
17573,682000,Octopus 8 Studios
17574,682010,Octopus 8 Studios
17575,682020,68k Studios
17576,682070,DRUNKEN APES
17577,682080,"Bromio, 2think design studio"
17578,682100,Mikhail Ramanouski
17579,682130,Robert Borghese
17580,682140,"Masterstrike, LadrikDev"
17581,682150,Bmc Studio
17582,682160,"Raquel Perez, Jorge Alvarez, Oscar Crespo, Tom Mallet, Niall McShane"
17583,682170,Coven Games
17584,682180,"Masterstrike, LadrikDev"
17585,682230,Milkbag Games
17586,682270,Rhino Dev
17587,682280,Brendan Wiltshire
17588,682290,Industry Games
17589,682340,VRotein
17590,682350,Palfrey Games
17591,682360,Wisdom Emprie
17592,682370,Sike Studios
17593,682420,TeePee Studios
17594,682450,Indigo Entertainment
17595,682470,橙光游戏
17596,682480,橙光游戏
17597,682490,橙光游戏
17598,682500,橙光游戏
17599,682510,橙光游戏
17600,682530,doorfortyfour
17601,682570,Tamsoft
17602,682590,Retro Army Limited
17603,682610,Codrer
17604,682620,Pegnio Ltd
17605,682630,GamersHype Productions
17606,682640,BOMBZ
17607,682660,"Matthew.P, Sacred Walrus"
17608,682670,发胶事务所 Hairgel Agency
17609,682730,skrimm8
17610,682740,"Ottercopter Studios, LLC"
17611,682780,SeekSick6
17612,682790,Keith Burgun Games
17613,682810,Flux Game Studio
17614,682820,"Parrot King Games, Bryan Adriel, Ivan Luiz Silva Rocha, Lucas Pedrosa dos Santos, Igor Nascimento Guanais Santos"
17615,682910,Cubamano
17616,682920,ThoseBros Entertainment
17617,682960,"Arttu Tuovinen, Paul Georgeon, Corentin Jezequel, Eddine Omar, Alexandre Petrault, Johan Rendy"
17618,682970,Talpel Games
17619,683000,Archiact
17620,683070,"Tyler Paulley, Devin Rataiczak"
17621,683080,A Mazeing Tower Defense
17622,683130,Simple Interactive Games
17623,683150,Framing Inc.
17624,683160,Z Games
17625,683210,A and F studios
17626,683220,"Nikita ""Ghost_RUS"", Underanger TheGachiWarrior"
17627,683230,White Dog
17628,683240,InterServ International
17629,683280,Idea Factory
17630,683320,Nomada Studio
17631,683340,Reversed Interactive
17632,683430,"Fabio Biancarelli, FLEX$ Studios"
17633,683440,Ingeniousfun
17634,683490,Amusitronix
17635,683530,ZGold
17636,683570,Virtual Top
17637,683600,"Sports Mogul, Inc."
17638,683620,"Glyphs in Lines, LLC"
17639,683630,Golden Age Creative
17640,683670,"Maxwell Volz, David Zeiser"
17641,683690,Nicholas Rizzo
17642,683730,"EnchantedLands, Oddeyefish"
17643,683760,Tuomo Laine
17644,683770,Hatfuls Games
17645,683790,Ninja Whale Studios
17646,683810,PriorityStudios
17647,683830,SPECTRUM GAMES
17648,683840,Alien Octopus Studio
17649,683870,FirstSeed
17650,683880,MindRend Technologies
17651,683890,spdr870
17652,683900,Origin8 Technologies Ltd.
17653,683910,56 Game Studios
17654,683930,Class of  2016-2017
17655,683960,ShenZheng
17656,683970,Urchin Games
17657,684000,Leif Ian Anderson
17658,684040,Logos Universe
17659,684050,IHM Studio
17660,684060,Choice of Games
17661,684130,RaleachGamesStudio
17662,684170,Tooth Decay Entertainment
17663,684200,Wavedash Games
17664,684210,Zac
17665,684230,Diel Mormac Games
17666,684250,一杯烟雨游戏工作室
17667,684260,"VR Dreams Technology Co.,Ltd"
17668,684270,PleasingFungus Games
17669,684300,Flyleap Studios
17670,684320,Wildgrass
17671,684330,Impromptu Games
17672,684340,The Domaginarium
17673,684380,Mermaid VR Inc.
17674,684400,"Andrea Mancuso, Graziano Ferraro"
17675,684410,ClockStone
17676,684420,Stereo7 Games
17677,684430,张公子
17678,684460,Bohemia Interactive
17679,684470,abstract garden
17680,684490,Muggle
17681,684510,FIVE12 GAMES LTD
17682,684530,Brimstone
17683,684560,Leprechaun Games
17684,684570,Robert J. Deutsch
17685,684580,Strange Fire
17686,684590,"Jordan Allen, Howard Ross IV"
17687,684620,Singularity Lab
17688,684650,Kittik Game Studio
17689,684680,NukGames
17690,684690,David Walters
17691,684720,"Norven Games, Kaan Köse"
17692,684740,
17693,684770,Lobaki
17694,684800,Mega Cat Studios
17695,684820,starmops
17696,684870,Neonchimp Games
17697,684930,Fatih KAYA
17698,684940,Sacada
17699,684970,FireBurnGames
17700,684980,Phil Blank
17701,685000,Riviysky
17702,685020,Spacevb Studio
17703,685040,Alakhaine Specialist Consulting Limited
17704,685050,Sinister Cyclops Game Studio
17705,685120,Eder Gabriel
17706,685130,Adage Games
17707,685200,Fast Fall Studios
17708,685230,"Xero TR-MMXZ, Xeneder"
17709,685240,Emre Tanirgan
17710,685300,Kmany Design
17711,685310,Coconut Shavers
17712,685340,DigiPotato Studio
17713,685370,Boogygames Studios
17714,685390,Virtual Top
17715,685400,Anthony Case
17716,685420,Cybergrotex
17717,685430,Crabby Team
17718,685450,Anton Shatalov
17719,685570,Hikati Games
17720,685680,Winged Cloud
17721,685690,MIROWIN
17722,685700,SmileBag Productions
17723,685730,RealityBusters.co
17724,685750,Laush Dmitriy Sergeevich
17725,685760,Nijumi Games
17726,685770,Nijumi Games
17727,685790,SharkGame
17728,685800,Outlaw
17729,685870,Barbara Karpowicz
17730,685910,Tomi Syväjärvi
17731,685920,Gorbachev V.A.
17732,685950,"Dio Alias Games, Evgeny Osmet"
17733,685970,Second Avenue Learning
17734,685990,Donbass Games
17735,686000,nonPareil Studios
17736,686010,Peddler Games
17737,686030,Digital Domain
17738,686040,Boxhead Games
17739,686090,Amazastrophic
17740,686100,eiNpictures
17741,686110,Heroes Productions
17742,686180,夢かき屋
17743,686190,ONEONE1
17744,686200,"PixelShard, KillHouse Games"
17745,686230,Riviysky
17746,686240,The Voices Games
17747,686260,Petroglyph
17748,686270,"Alexandre Rozier, Corentin Serrie, Sarah Gross, Ghislain Jeanneau, Nicolas Buisson, Alexandre Prot"
17749,686300,Mantis Games
17750,686340,Threevol
17751,686360,SDC Ventures
17752,686380,LsgStudio
17753,686440,MDickie
17754,686450,NaissusWorks
17755,686490,StalkerAlex..
17756,686500,Stroboskop
17757,686510,Martin Crownover
17758,686520,"Toyman, Creobit"
17759,686550,Ripknot Systems
17760,686570,League of Sweat Ent.
17761,686580,Corwin Peters
17762,686600,"Galvanic Games, Explosm Games"
17763,686610,Marafigogames
17764,686620,PixelBrain Studio
17765,686630,Nanite Storm
17766,686640,Xefier Games Inc.
17767,686680,Progorion
17768,686740,Happinet
17769,686760,Moonlit Works
17770,686870,ZoR Dev
17771,686900,Clarus Victoria
17772,686910,Night Whale
17773,686940,Christopher Howard
17774,686950,NMY Mixed-Reality Communication GmbH
17775,687260,Cherrymochi
17776,687270,Exploding Tuba Studios
17777,687280,"Dark Polygon Ltda., Jalomot Ltda."
17778,687310,Dimitrios Floros
17779,687320,Tantrum Lab
17780,687340,"▲ Pyramid Games, Art Games Studio S.A."
17781,687360,Mike Laraman
17782,687390,Decerion
17783,687420,Cobalt Flow Studios
17784,687480,Ripknot Systems
17785,687490,Ripknot Systems
17786,687510,Xero TR-MMXZ
17787,687540,Dingo Games
17788,687560,Wouter van Oortmerssen
17789,687580,Asakusa Studios
17790,687590,Dischan Media
17791,687600,"Shandong Jerei Digital Technology Co.,LTD."
17792,687610,Team 7 Lives
17793,687630,momoStorm Entertainment
17794,687640,"MAMMOSSIX Co., Ltd."
17795,687650,微信公众号：萌石
17796,687720,Celery Emblem™
17797,687730,Destinations VR
17798,687750,Tea &amp; Cake Games
17799,687760,Sylphe Labs
17800,687790,
17801,687830,LR Studio
17802,687850,Unusualsoft
17803,687870,CINEMUR
17804,687890,Panoramik Inc
17805,687900,Bento Studio
17806,687920,Tentacle Games
17807,687950,Doombrowski
17808,687980,Samu
17809,688000,Choice of Games
17810,688020,WhackAKey Games
17811,688050,Emmett Baber
17812,688060,Unknown Origin Games Inc
17813,688070,Evan Rogers
17814,688110,Tyler Pomplon
17815,688130,Hendrik Felix Pohl
17816,688140,Llamasoft Ltd.
17817,688150,
17818,688170,Denki Gaka
17819,688180,CloudScapeGT
17820,688200,Arcani Interactive
17821,688210,Frost Studios
17822,688260,Jaydeb
17823,688330,YouzuStar
17824,688350,Ascendence Studios
17825,688360,tengenstudio
17826,688370,Dnovel
17827,688380,Team Syukino
17828,688400,Sticky Studios
17829,688420,Plausible Concept
17830,688450,Stroe Andrei
17831,688470,"Chongqing Shangshixuan Technology Co., Ltd.,"
17832,688480,CCP
17833,688500,Patriot Game Studio
17834,688570,Crisp App Studio
17835,688580,Alexey Volonsky
17836,688590,Rumata Lab
17837,688600,Platoniax Studio
17838,688620,Sinergia Studios
17839,688630,Warptear Entertainment
17840,688650,Yo252yo
17841,688680,Dede Bayi
17842,688690,PEKA Gaming
17843,688720,KorteGames
17844,688750,Fazzle
17845,688770,Visigames
17846,688780,TarasB
17847,688790,Octopi is not a Word
17848,688800,Justin Jackson
17849,688880,"Cynoclept, Hazzcore"
17850,688910,momo
17851,688930,Darren N Lory
17852,688940,gitcare
17853,689000,Cubic Timeline Productions Inc.
17854,689020,"Frank Gallinsky, Yuri Bechthold"
17855,689030,AL Games
17856,689040,Open Mid Interactive
17857,689050,"Humanture, Inc."
17858,689060,AYE Technology
17859,689070,ShiinaYashiro
17860,689080,Crystal Box Team
17861,689090,chlsea
17862,689100,"Nikhil Tailor, Ariflare"
17863,689120,"Moped Games, Random Dragon Games, Nerve Damage Games"
17864,689160,"Lava Flow Games, LLC"
17865,689170,Vasily Wosck
17866,689180,Ripknot Systems
17867,689210,Erwin Wolf
17868,689270,"Hakki Ozturk, Halil Ibrahim Ozturk"
17869,689290,Chun Y.
17870,689300,Sharkbird
17871,689340,Sacada
17872,689350,LillyWelland inc.
17873,689360,Mikhail Melnikov
17874,689400,Tzar Leonardi
17875,689470,Nexus Games LLC
17876,689480,Molosoft
17877,689520,hede
17878,689570,Cosmic Ray Studio
17879,689580,Ben Otter
17880,689600,RedRabbit Animation
17881,689610,Pixel Engineers
17882,689620,SUBLEVEL ONE STUDIOS
17883,689650,MagicHouse
17884,689680,Revoked Studio
17885,689700,S-Game
17886,689710,"Kodansha, Polygon Pictures Inc., Lantis"
17887,689740,InterSol OOO
17888,689750,waterxmelon
17889,689790,MAGIX Software GmbH
17890,689820,Maulidan Games
17891,689830,nohoho (Individual)
17892,689850,DLODLO
17893,689880,Danny E.K. van der Kolk
17894,689900,Epic LLama
17895,689910,Accidental Queens
17896,690000,Koloss Kolektiv
17897,690040,SUPERHOT Team
17898,690060,Bazitov Mikhail
17899,690080,BT Studios
17900,690120,Somnium Games d.o.o.
17901,690130,Rainware
17902,690140,"Firecast Studio, Fableware Narrative Design"
17903,690150,Reptoid Games
17904,690200,Gunschlinger
17905,690220,Gerald David Becker
17906,690240,Ripknot Systems
17907,690250,Probe Software
17908,690260,CaveDave
17909,690280,Colossal Wreck
17910,690310,Sixense Studios
17911,690350,Fatalitech
17912,690400,AMG GAMES
17913,690410,Games by Brundle
17914,690440,David J Ozsvath
17915,690460,Codex7
17916,690510,O'olBlue Inc.
17917,690530,Chongming Studio
17918,690550,kangawallapuss
17919,690560,Magic Item Tech
17920,690570,RedForce Games
17921,690580,Exciting Games
17922,690610,Dreamz Studio
17923,690620,3rd Eye Studios
17924,690630,Hayali
17925,690670,Klondike Solitaire Kings
17926,690690,Synamon Inc.
17927,690710,"Mindware Co.,Ltd."
17928,690740,UNIOCS
17929,690770,MAGIX Software GmbH
17930,690790,Codemasters
17931,690810,Tripwire Interactive
17932,690820,TheBlavas
17933,690830,Polymorph Games
17934,690840,Second Avenue Learning
17935,690850,Studio Baikin
17936,690860,EnsenaSoft
17937,690930,"Aleksandr Soldatov, Leonid Kozhushko"
17938,690950,"ScTiger, Delta"
17939,691020,Monkeys Lab.
17940,691080,Laush Dmitriy Sergeevich
17941,691130,G. Malta
17942,691150,PALETTE
17943,691160,Survios
17944,691190,JoyfulStudio
17945,691220,Mubeat Studio
17946,691240,Nowhere Town
17947,691250,Mike Wiering
17948,691280,DARK STAR
17949,691320,The Binary Mill
17950,691390,Arupaca Laboratories
17951,691420,Lust star
17952,691430,Innerspace VR
17953,691450,sen
17954,691540,Roger Barton
17955,691570,Kentoo Sp. z o.o.
17956,691580,World-Loom
17957,691590,CrazyBunch
17958,691600,City Quests Media UK
17959,691620,Albatross Wirehead
17960,691630,Satur Entertainment
17961,691640,Hot Knife Digital Media
17962,691650,"Strength in Numbers Studios, Inc"
17963,691680,Mimicry
17964,691690,AurumDust
17965,691700,Alien Mind
17966,691720,AppsByBrats
17967,691730,DreamEscape
17968,691750,Adam John Adkins
17969,691770,Tenco
17970,691810,Blaiz Entertainment
17971,691830,Spiderweb Software
17972,691850,Nuts and Volts Electronics
17973,691860,Noctecraft Entertainment
17974,691890,跳跃网络
17975,691910,Adreamation Games Studio
17976,691920,Virtual Top
17977,691930,HyperBot Studio
17978,691980,Trevor Jones
17979,691990,Infinite Road Studio
17980,692030,Breakpoint
17981,692060,oneIMMERS
17982,692090,Indie970
17983,692100,Caustic Reality
17984,692110,Ameet Sharma
17985,692170,Michal Kuchárik
17986,692180,REgorion
17987,692190,Mouseless Media
17988,692200,Blender Games
17989,692260,Siberian Digital
17990,692270,IronEqual
17991,692290,B52 Development Team
17992,692310,IronEqual
17993,692360,Square Enix
17994,692500,DaSerge
17995,692530,Somnium Space Ltd.
17996,692590,VergeXGamer
17997,692610,Whitefish Software
17998,692630,TAS Systems
17999,692660,Quicksilver Software
18000,692680,Bemoworld Studios
18001,692690,emergeWorlds
18002,692710,Absortalent Games
18003,692780,AJetBear Entertainment
18004,692790,木子工坊
18005,692830,Christoffer Ryrvall
18006,692840,OtherSide Entertainment
18007,692850,ArtPlay
18008,692860,High Five Studios LLC
18009,692880,Black Fox Pavilion
18010,692920,L. Stotch
18011,692930,Digital Happiness
18012,693020,Alyssium
18013,693030,"Yan Sokalau, Dropout Games"
18014,693090,From The Bard
18015,693180,FurGoldGames
18016,693190,Tero Lunkka
18017,693210,Michael Schade
18018,693240,Mahjong Solitaire
18019,693250,Jam
18020,693280,JVWJ Games
18021,693300,Tvee Games
18022,693310,SUPERMEGAQUEST INC.
18023,693320,dimosha_92
18024,693330,@peoplepersonpro
18025,693360,Duang Network
18026,693380,Soiree Games
18027,693400,AVA Gaming
18028,693430,Dreel
18029,693440,Riviysky
18030,693450,Totem Games
18031,693500,Tall James Games
18032,693560,DV8Games
18033,693580,Lost Goblin
18034,693650,Sacada
18035,693670,Brutal Muse Studio
18036,693700,4Bit Games
18037,693710,LaruaGames
18038,693750,Benjamin Rommel Games
18039,693790,Robot Games
18040,693810,ADB
18041,693820,Zero Forks Team
18042,693830,Nimbus Interactive
18043,693880,Ripknot Systems
18044,693890,Ripknot Systems
18045,693950,AMG GAMES
18046,693960,Horus Games
18047,693990,"Psychic VR Lab Co., Ltd."
18048,694070,Obsessive Science Games
18049,694090,Fast Travel Games
18050,694130,upjers
18051,694140,Glass Isle Entertainment
18052,694150,Blazing Stick
18053,694160,Yeronimo Apps
18054,694180,YIMING ZHANG
18055,694370,Pilgrim Adventures
18056,694420,RSK Entertainment
18057,694430,RSK Entertainment
18058,694440,Vitalii Holiev
18059,694470,Lonely Dev
18060,694480,Open World Interactive
18061,694490,LillyWelland inc.
18062,694500,Pandemic Studios
18063,694520,Tamaya Kagiya
18064,694550,Cabbibo
18065,694610,Lumak Software
18066,694660,Life Art Studios
18067,694670,Piaj
18068,694720,NMC Studios
18069,694730,Mobsoftware
18070,694760,Delattre &amp; Harger
18071,694790,Jamo Games
18072,694830,Invictus Games Ltd.
18073,694870,1st impact games
18074,694930,Time Stop Interactive
18075,694950,Heavy Spectrum Limited
18076,694960,Gilles Schaeck
18077,694980,VaragtP
18078,695050,Lionbite Games
18079,695100,Solar Sail Games Ltd
18080,695110,Neox Studios
18081,695290,HB Studios Multimedia Ltd.
18082,695320,Veibyn
18083,695350,
18084,695360,Veritex Studios LLC
18085,695420,Pretty Bat Games
18086,695450,Hook Echo Software
18087,695460,Fuyu Games AB
18088,695490,eiNpictures
18089,695510,90s Studio
18090,695560,Aggroblakh
18091,695590,G. Malta
18092,695600,Poking Water Games
18093,695630,SOFTSTAR TECHNOLOGY BEIJINGCOLTD
18094,695650,洋葱头科技
18095,695660,Matthew Peacock
18096,695690,Valga Games Studio
18097,695720,Creobit
18098,695760,Nebelsoft
18099,695810,Danil Kapylov
18100,695830,Intermediaware
18101,695880,Boogygames Studios
18102,695910,Brett Jackson
18103,695920,RLR Training Inc
18104,695940,Vendel Games
18105,695950,Blam! Games
18106,695960,Boomzap Entertainment
18107,695970,Topstitch Games
18108,695980,Domini Games
18109,695990,Eipix Entertainment
18110,696000,EleFun Games
18111,696010,Boomzap Entertainment
18112,696020,Elephant Games
18113,696040,E McNeill
18114,696060,empty assembly
18115,696110,baKno Games
18116,696140,Mad Mimic
18117,696160,Artyom Laletin
18118,696170,Tamsoft
18119,696180,"Marvelous, Inc."
18120,696190,H L Nunnelly
18121,696200,Psydra Games LLC
18122,696250,Blueplant Entertainment
18123,696310,Stegalosaurus Game Development
18124,696360,SOFTSTAR ENTERTAINMENT INC.
18125,696370,Cylinder Studios
18126,696400,BJGameInd
18127,696410,Arjuna Games
18128,696430,"IV Productions, Game-S"
18129,696440,Lightspyre Tales
18130,696460,For Kids
18131,696470,Studio Thug Life
18132,696480,Cosmo D
18133,696490,Artur Rezende
18134,696500,Bubel Studio
