id,appid,developer
25728,908830,Wathitdew Record
25729,908840,Flying Mantis Games
25730,908920,INDIEPLAY
25731,908940,スタジオムマ
25732,908950,13-lab
25733,908960,Gamebringer
25734,908990,Akiragoya
25735,909000,Unreal Gaming
25736,909010,Lizard Hazard Games
25737,909020,幻想禁
25738,909080,Rusty Lake
25739,909110,Hernan Caro Vilaburges
25740,909130,vadimalexepta
25741,909170,SmartOliveGames
25742,909190,DuckbearLab
25743,909200,Lazy Gnomes
25744,909220,MobileFusion Apps Ltd
25745,909240,Red Dolphin Games
25746,909270,Rafael Farias
25747,909370,PuzzleSpace
25748,909430,Notus Games Ltd
25749,909460,Squidgy soft
25750,909480,AFBIK Studio
25751,909490,Televisor
25752,909570,Gamedust Sp. z o.o.
25753,909580,RewindApp
25754,909630,GoldenCrest Games
25755,909780,Labrodex Inc
25756,909830,Pixel Draw
25757,909900,嘟嘟
25758,910050,"Tobin Asher, Elise Ogle, Jeremy Bailenson"
25759,910150,Hayo van Reek
25760,910200,Ripknot Systems
25761,910210,ON Reality lab.
25762,910220,Ripknot Systems
25763,910230,Rat Wrath Studios
25764,910250,Ripknot Systems
25765,910260,"Reuben Lewis, Elan Bustos"
25766,910290,
25767,910320,阿达游戏
25768,910370,Nincent
25769,910390,Silence Game
25770,910400,Nice Shoes
25771,910420,Michal Kuchárik
25772,910430,
25773,910450,Perchang
25774,910460,SIGONO INC.
25775,910500,VDimension
25776,910530,VDimension
25777,910540,Cerdeira Guillaume
25778,910590,InArcade
25779,910630,Fiction Factory Games
25780,910660,Saberphrog
25781,910730,FAL Works
25782,910770,ByteErrsLots Games
25783,910850,Shaftesbury Darken Digital Inc.
25784,910880,Eggcode
25785,910990,Thatcher Productions
25786,911010,Nicey Game
25787,911040,Bunny
25788,911050,"Kit Gardner, Sam Robinson, Holly Gardner, Jason Runkel, Tommy Yoder, Josh Perusse"
25789,911060,Red Dolphin Games
25790,911090,Red Dolphin Games
25791,911100,Josh Moody
25792,911120,terakorp
25793,911130,Ripknot Systems
25794,911180,"Wicked Alley, LUXI"
25795,911210,Creartstudio
25796,911220,"JFI GAMES, JERA"
25797,911230,GGaming
25798,911240,Rice and Pixel Ltd
25799,911250,Axis Studios
25800,911260,"CyberStep, Inc."
25801,911270,Laush Dmitriy Sergeevich
25802,911280,VDimension
25803,911290,VDimension
25804,911310,Kz Software
25805,911320,"Lambert Enzo, Jechoux Guillaume"
25806,911400,Ubisoft Entertainment
25807,911440,CloudScapeGT
25808,911480,Digital Dog Games
25809,911520,Oscar K
25810,911550,Soldak Entertainment
25811,911580,RaafOritme
25812,911640,Racing Thought Studios
25813,911690,SimProse Studios
25814,911760,Fratboy Entertainment
25815,911840,Music Breath
25816,911880,Russian Pirates
25817,911950,Whalesoft Entertainment
25818,912020,Electrical Eagle
25819,912070,IO Games
25820,912110,N-Tri Studio
25821,912120,Dominik Michalke
25822,912130,vadimalexepta
25823,912190,AFBIK Studio
25824,912210,QUIKIN Games
25825,912250,PixelKiln
25826,912300,gfdsahdgsye7
25827,912360,Ryan Silberman
25828,912370,PrinceXI
25829,912390,Great Helm
25830,912420,Jack The Creative
25831,912500,Stand Off Software
25832,912520,TigerQiuQiu
25833,912560,SignSine
25834,912580,Team.WM
25835,912590,Seaborgium Entertainment
25836,912600,Artur Berkowski Berobasket
25837,912630,BIG BOYS STUDIO
25838,912650,Wales Interactive
25839,912660,Framefield GmbH
25840,912680,Alex Zelenskyi
25841,912730,"Mighty Papaya, ESAT"
25842,912760,Bullid Games
25843,912790,Nidal alshawwaf
25844,912810,"Alexander Guo, Emile Savard"
25845,912820,Cloaz Studio
25846,912870,"FreshFX Media Gmbh, Moshel Film"
25847,912890,StarSystemStudios™
25848,912930,Platonic Game Studio
25849,913000,"Sander Juss, Liisa Lvova"
25850,913010,Argent Games
25851,913060,"Vladimir Fedyushkin, Nicolai Danielsen"
25852,913090,Chris Antoni
25853,913100,Bolder Games
25854,913110,utStudio
25855,913120,SilverBlade
25856,913150,ImperiumGame
25857,913160,JasmineSummer Project
25858,913180,WhackAKey Games
25859,913210,HouseLife
25860,913220,Nekyau Games
25861,913250,Mimic
25862,913260,VIS-Games
25863,913270,Kuzcopia
25864,913280,FastGame
25865,913300,Nekyau Games
25866,913310,Nekyau Games
25867,913340,Kerry Batts
25868,913420,Blue Palm Studio
25869,913450,ANAGRAM
25870,913500,Lockvia Studios
25871,913520,Eugene Makashov
25872,913550,Aikesi
25873,913570,Drymir
25874,913590,BlueEagle Productions
25875,913600,ZeroByter Games
25876,913640,SRV-game
25877,913650,InArcade
25878,913660,InArcade
25879,913670,InArcade
25880,913680,Toastar Virtual Entertainment
25881,913690,Bill Ricardi
25882,913710,Fabio Cunha
25883,913770,Wanana Games
25884,913820,Zever Games
25885,913830,Andrew Chuprina
25886,913840,James C Gray
25887,913850,Dystopia Interactive
25888,913890,Creative Black Chair
25889,913910,不公开
25890,913960,Nekyau Games
25891,913970,Dustin Chalker
25892,914000,vidiludi games and entertainment
25893,914030,NUMENA GmbH
25894,914050,Game Alchemists
25895,914070,Casual.US
25896,914090,aburasobabiyori
25897,914130,Fat Agent
25898,914140,RewindApp
25899,914150,Nekyau Games
25900,914160,Quiet River
25901,914170,"Wix Games, MAD.com"
25902,914180,Alternative Software Ltd
25903,914190,Roxra
25904,914200,"Sports Director Ltd, Alternative Software Ltd"
25905,914220,Ripknot Systems
25906,914230,Bullid Games
25907,914240,Great Lake Games
25908,914250,"ESAT, Atomic Piñata"
25909,914260,Room710Games
25910,914290,"Eren Aydin, Serhat Yucekaya"
25911,914320,Scary Bee LLC
25912,914330,meokigame
25913,914350,Hellmade Games
25914,914390,BajoGames
25915,914400,Vanl
25916,914430,Rob Jinman
25917,914450,SpinVR
25918,914480,Naughty Children at Play
25919,914500,WoahStudiosus
25920,914510,Team Reset
25921,914610,Red Dolphin Games
25922,914620,Rati Wattanakornprasit
25923,914630,Foxie Ventures
25924,914680,5th VR
25925,914690,КиКо
25926,914700,O'olBlue Inc.
25927,914850,"NEKOPURU, ジーメン"
25928,914900,Anamik Majumdar
25929,914980,IDALGAME
25930,915020,meokigame
25931,915060,C.A.Withey
25932,915080,Mike Daas
25933,915120,Puzzle Lab
25934,915140,HitPoint Studios Inc.
25935,915160,"Nikita ""Ghost_RUS"""
25936,915190,SpeedFrame
25937,915300,Kotsurenko Vitaliy
25938,915330,Waifu Labs
25939,915360,SLASH
25940,915380,Emakestudio
25941,915420,Tim Veletta
25942,915430,1MP
25943,915440,Sourabh P Hamigi
25944,915460,Magnolia Art
25945,915540,Sensitivity Elf
25946,915560,MangaGamer
25947,915570,Green Pepperoni Software LLC
25948,915580,Gameloft
25949,915600,Tendogames
25950,915710,"Aksys Games, TOYBOX lnc., Picola Inc."
25951,915720,Session Seven Team
25952,915730,"Petroallah, Fon Danyrotsky"
25953,915760,Toxic Sasquatch Games
25954,915770,Whitway Studios
25955,915810,Mellowsoft
25956,915820,Dynamic zero
25957,915930,Zarbuz
25958,915950,Renan Miguelote Vianna
25959,915960,Softwaves Mini
25960,916010,Hunter Jonakin
25961,916040,icefill
25962,916050,Wild Kid Games
25963,916060,Frontwing
25964,916120,Ninja Whale Studios
25965,916130,Aesir Interactive
25966,916150,ilxappp
25967,916160,The House of Fables
25968,916270,Naarassusi Game
25969,916290,HelixFox Games
25970,916320,Gronzragüer Games
25971,916370,Tempo Wizard
25972,916380,SunkenFish
25973,916390,Innolabs
25974,916440,Blue Byte
25975,916470,"JOZGames, Use Your Head - Games"
25976,916510,GGaming
25977,916540,Thor Gaming
25978,916620,Tilted Reality
25979,916630,ARGames
25980,916640,ARGames
25981,916700,Rumata Lab
25982,916710,KateGamesStudio
25983,916760,BytePixel
25984,916780,Root121 Games
25985,916820,BEKoshi
25986,916860,Ripknot Systems
25987,916880,Ripknot Systems
25988,916900,Paper House
25989,916910,WarWolfWorks
25990,916930,Rocketeer Games Studio LLC
25991,916940,ECool Game
25992,916950,PigeonDev
25993,916960,Bubble Studios
25994,916970,sheissun
25995,916980,Wonderbox Games
25996,917000,SEKTOR GAMES
25997,917020,大谷 DGSpitzer
25998,917050,"Digital Melody, Wastelands Interactive"
25999,917200,"Afeel inc, Magic Cube"
26000,917220,"Monarchy Media, LLC"
26001,917240,JMC Games
26002,917290,Green Dinosaur Games
26003,917550,Softwaves Mini
26004,917600,FourthPixel
26005,917610,Akash Balloo
26006,917660,MyDreamForever
26007,917680,npckc
26008,917690,"CHARON, Kaoru Nekofuji"
26009,917760,TheElvenTale Games
26010,917770,Andwhy
26011,917800,SoloProduction
26012,917810,Jeshawn Chrite
26013,917850,Clockwork Origins
26014,917870,"Dave Myers, WubsGames"
26015,917880,Anmol Virk
26016,917910,Grevicor
26017,917920,Studio Egg Roll
26018,917990,KOEX studio
26019,918060,ultale game production
26020,918070,Snkl Studio
26021,918080,OurLastSpring
26022,918120,Mia Blais-Côté
26023,918130,Mia Blais-Côté
26024,918140,Mia Blais-Côté
26025,918160,CJH Labs
26026,918170,Nicholas Pellegrino
26027,918180,Laush Dmitriy Sergeevich
26028,918260,"Nikita ""Ghost_RUS"""
26029,918300,Peter Manfreda
26030,918320,WhackAKey Games
26031,918380,Choice of Games
26032,918430,Sinkhole Studio
26033,918440,Pudding
26034,918480,"Team GR, Incandescent Workshop LLC"
26035,918500,Chemical Bolt
26036,918530,"Stirfire Studios, The Fear Corp"
26037,918550,Henrico
26038,918590,UniSoft Games
26039,918610,ElMaHeGames
26040,918620,ENC Games
26041,918670,Suricate Software
26042,918680,Classic Game Software
26043,918690,Rockbyte
26044,918720,Brahn Games
26045,918740,Dmitriy Mamaev
26046,918820,Unbound Creations
26047,918850,Budget Labs
26048,918870,Nord GS
26049,918880,Ahndong Studio
26050,918900,Girls Dance Studio
26051,918990,4188
26052,919040,Zero Flag
26053,919150,NikuTreat
26054,919160,Blue Entropy Studios
26055,919170,Osgoode Media
26056,919190,Perceptual Games LLC
26057,919200,battle fire studio
26058,919220,Blaster
26059,919240,LydGameStudio
26060,919300,Wolfgangis
26061,919320,The Revills Games
26062,919370,"POCKET PAIR, Inc."
26063,919560,Educational Games
26064,919610,XiaogengXu
26065,919690,Cloaz Studio
26066,919890,Hyper Combo Studio
26067,920190,"Charlie Behan, Ciaran Mooney"
26068,920200,RhinoGearz
26069,920280,Alex Ilitchev
26070,920450,ProjectKlowd Game Studios
26071,920460,RewindApp
26072,920470,Garage Studios
26073,920490,IObit
26074,920500,RiftBreak Software
26075,920510,"Hubiao, Hubiao"
26076,920520,ZOV GAME STUDIO
26077,920550,SimpleLogic
26078,920580,Team Grappling Hook
26079,920620,Daltair
26080,920640,HYTEK94
26081,920660,DRUNKEN APES
26082,920670,DRUNKEN APES
26083,920680,Tower Games
26084,920690,Freejam
26085,920700,Music Breath
26086,920710,BigBro Games
26087,920770,Spinix Games
26088,920780,GraphXGames
26089,920800,GrowFall Studios
26090,920810,MyDreamForever
26091,920820,VDO Games
26092,920830,MyDreamForever
26093,920850,MyDreamForever
26094,920860,MyDreamForever
26095,921050,Sylph
26096,921060,Gameloft
26097,921070,Norrman Brothers
26098,921390,JiangHu Studio
26099,921420,Two Too Many
26100,921430,WarMachine
26101,921450,Gorilla Tactics
26102,921500,Kevin Yang Games
26103,921520,CTN Design
26104,921530,Belgerum
26105,921590,"Square Enix, KOEI TECMO GAMES CO., LTD."
26106,921630,Nanjing AQUATRAX
26107,921690,"Good Game Studio Co., Ltd."
26108,921700,Cold Pressed Games
26109,921710,Kazakov Oleg
26110,921730,Nuclear Box
26111,921740,Electro gryphon gamelab
26112,921770,DimleTeam
26113,921780,RYM GAMES
26114,921850,Dead Peach
26115,921920,StalkerAlex..
26116,921960,Kynoa SA
26117,921970,Prime Studios
26118,922060,Daniel Jeanneau
26119,922080,80Arcade
26120,922090,Ruskija game experience
26121,922130,Ripknot Systems
26122,922140,Easy game
26123,922150,Artur Petrov
26124,922170,Josh Penn-Pierson
26125,922190,Toast Hotel Game Studio
26126,922220,Luiz Felipe Da Silva Marian
26127,922250,"Lub Blub, International Headquarters"
26128,922320,Fun Games For Free
26129,922400,Longbow Games
26130,922410,Choice of Games
26131,922450,Mercator
26132,922460,Trilum Studios
26133,922470,Chronic Vagrant
26134,922510,Randell Lynch
26135,922520,WJLEGAME
26136,922530,Intaglyph
26137,922550,Axel Sonic
26138,922560,Motivation Game Studio
26139,922590,Paul Sobkowiak
26140,922630,Star Vault AB
26141,922660,MAGIX Software GmbH
26142,922670,MAGIX Software GmbH
26143,922700,Crisp App Studio
26144,922810,Common Visual Entertainment
26145,922880,Winterflood
26146,922920,StelloHexis
26147,923030,Michael Crabbs
26148,923050,Blast Radius Game Studios
26149,923080,HUNTERS
26150,923120,TSN Entertainment
26151,923130,AK Sommerville
26152,923180,迷茫的菜鸟
26153,923240,"Tero Lunkka, Valkeala Software"
26154,923260,Afterburn
26155,923270,"Vector VR, LLC"
26156,923350,Creobit
26157,923370,Not-So Classic Games
26158,923400,16air
26159,923420,CG Creations
26160,923460,"Takahito Ito, Cesar Hidalgo, et al."
26161,923470,Dymchick1
26162,923480,Boogygames Studios
26163,923500,Melancholic Nights Studio
26164,923550,CaveBoy36
26165,923590,Sandspire Interactive
26166,923650,Pixel Whale
26167,923670,"WaxSkink, TooManyBugs"
26168,923690,LinkUp Games
26169,923710,Lucid Silence Games
26170,923730,meokigame
26171,923790,The Commander
26172,923810,MoeNovel
26173,923820,Axe Studio
26174,923840,"Ryu Productions Co., Ltd"
26175,923880,Take Top
26176,923890,Fantasy Li
26177,923900,"TALESSHOP Co., Ltd."
26178,924020,Microlith Games
26179,924040,Educational Games
26180,924090,"Nikita ""Ghost_RUS"""
26181,924100,Not a Number
26182,924280,Rizme
26183,924310,Luke Sanderson
26184,924360,Michael Seaholm
26185,924370,ShotX Studio
26186,924460,Space Banana Studio
26187,924500,Chen Jin
26188,924540,2ndRevelation
26189,924560,AKV7
26190,924650,上海アリス幻樂団
26191,924670,"Atomic Fabrik, Cristian Manolachi"
26192,924710,Lightning Zebra
26193,924780,"Chu-3, Bakufu Narayama"
26194,924790,Indiegma
26195,924800,Immersive VR Education PLC
26196,924810,NeoBird
26197,924870,AlexHoratio
26198,924900,Erow.Dev
26199,924940,Wonder Games
26200,924960,The Strike Team
26201,925040,meokigame
26202,925060,Puzzle Lab
26203,925070,Komar Games
26204,925090,Autumn VR
26205,925160,Real Estate in Virtual Reality
26206,925170,VRtical Interactive
26207,925280,T_T Games
26208,925340,ebi-hime
26209,925360,"Malika K. LLC, Zombie's Delight Studio"
26210,925370,felipejoys
26211,925440,凝冰剑斩
26212,925470,Cabbit
26213,925490,Laush Dmitriy Sergeevich
26214,925520,Think Inside The Box
26215,925540,polytanQ
26216,925550,Invictus Games Ltd.
26217,925610,Nord GS
26218,925630,vadimalexepta
26219,925640,Dmitr Che
26220,925670,ZOV GAME STUDIO
26221,925690,Kerim Kumbasar
26222,925700,Lucid Dreaming
26223,925830,"Graham Kampmeier, Luis Luna, Ryan Haglund"
26224,925900,Mad Mimic
26225,925910,Dymchick1
26226,925930,Presto Studios
26227,925940,Ubisoft Montreal
26228,926010,Operation Games
26229,926070,EleFun Games
26230,926090,Grandma Studios
26231,926140,Delve Interactive
26232,926170,Studio Goya
26233,926180,Choice Provisions
26234,926240,Hakagame
26235,926250,Henez
26236,926310,豆干叠叠木
26237,926350,"Mindware Co.,Ltd."
26238,926370,Toshihiko Kikuchi
26239,926410,SergioPoverony
26240,926440,The Revills Games
26241,926470,Deniz Kayacan
26242,926480,Play2Speak
26243,926490,Zatun
26244,926520,Nomad Games
26245,926610,Fyn Games
26246,926720,Sensorama
26247,926810,"MadBox, BloodPixel"
26248,926820,Onlyjoy`s production
26249,926860,Game Hero Interactive
26250,927050,Merlin Beer
26251,927080,ShenTzu
26252,927190,KX  Games
26253,927250,NEXT Studios
26254,927270,"Crows Crows Crows, Squanch Games"
26255,927310,清之鸣
26256,927580,(STCG) Smoker The Car Game
26257,927670,Cardinal Game Studio
26258,927730,3dm_live_wallpapers
26259,927810,NeXToNe
26260,927840,Mogila Games
26261,927850,Opendream
26262,927860,Different Game Studio
26263,927890,GirlGame
26264,927930,StEaMPuNk GaMeS
26265,927970,"Swift Limit Games, Miguel O. Mercado, Jason Lin, Boyang Zhou, Xiaoyu Yang, Zihang Zhang, Martha Magsombol, Jairus Cambe, Alan “AG” Gordon, Matthew Eis"
26266,927990,byolivierb
26267,928060,"Pirotexnik, TeeRax"
26268,928070,Black Curtain Studio
26269,928130,Mr.Purple
26270,928140,Laush Dmitriy Sergeevich
26271,928160,Elijah Goering
26272,928170,OctoBox Interactive
26273,928180,Faritengames
26274,928230,Blueshift Media
26275,928300,Sander Bos
26276,928350,Peter Simmons
26277,928370,PsychicParrot
26278,928390,"Tozai Games, Inc., ESQUADRA,inc."
26279,928460,BOOMZAP
26280,928520,SmallSqurriel
26281,928610,Blender Games
26282,928620,GoingForwardTeam
26283,928630,SharkGame
26284,928660,Smokey Moose Games
26285,928670,"Jetdogs Studios, Whalebox"
26286,928680,"Jaesung Kim, Jongseop Lee, Hyunggu Han"
26287,928690,Flying Panjandrum / ふらいんぐパンジャンドラム
26288,928780,One Click Man
26289,928790,MadeWave Studios
26290,928800,One Click Man
26291,928810,One Click Man
26292,928830,Choice of Games
26293,928840,Ritual Games
26294,928880,Thetis Games
26295,928940,Bad Logic Studios
26296,928970,"Mika Mobile, Inc."
26297,929000,Scran
26298,929020,Hosted Games
26299,929030,Hosted Games
26300,929060,Zouking
26301,929080,Be hate Free.org
26302,929120,"Kodansha, Kodansha VR Lab, Lantis"
26303,929140,BSS company
26304,929170,MyDearest Inc.
26305,929180,MyDearest Inc.
26306,929200,Sunny Show
26307,929210,Jim Dex
26308,929230,AVB VR Games
26309,929270,John Kevin Corcoran
26310,929280,Fabio Adamo
26311,929290,Playtouch
26312,929300,Playtouch
26313,929310,Playtouch
26314,929320,Knut Mueller
26315,929330,ZekGame
26316,929410,Creobit
26317,929420,Creobit
26318,929430,Creobit
26319,929440,Creobit
26320,929460,ChaoYe Liu
26321,929470,Creobit
26322,929530,Rotech Digital Ltd
26323,929600,Animal Mouth
26324,929610,Random Bird
26325,929640,Farrago Fiction
26326,929670,y8.com
26327,929690,Nord GS
26328,929730,Garnudo Games
26329,929770,Garnudo Games
26330,929800,MCON
26331,929810,Garnudo Games
26332,929840,Garnudo Games
26333,929850,diamond productions
26334,929860,Area 120
26335,929910,Deeplink Studios
26336,930010,Nincent
26337,930110,Magitech Games
26338,930300,Blacksmith Studios
26339,930310,Windybeard
26340,930320,Hidoi Games
26341,930330,China Sky Carving Game
26342,930360,Fugalengram
26343,930420,Garnudo Games
26344,930430,Hot Zombies Games
26345,930460,BS STUDIOS
26346,930480,Laush Dmitriy Sergeevich
26347,930500,Tesseract Software
26348,930580,Garnudo Games
26349,930600,Hashed Egg
26350,930630,"Soma Games, Clopas LLC"
26351,930640,CreaTeam
26352,930650,Jonah Gasson
26353,930690,Sifermi
26354,930710,NewWestGames
26355,930780,Pixel Cattle Games
26356,930840,Root Nine Studio
26357,930850,"自転車創業, フォージビジョン株式会社"
26358,930860,Chensey Game
26359,930910,MAGES. Inc.
26360,930930,Life Jumb DT
26361,930940,Jeon
26362,930970,"MWN TECH.,LTD"
26363,931040,Oliveshark
26364,931070,Mad Devices
26365,931090,Zkolibre Studio
26366,931120,PixelCat
26367,931140,Onix Fox
26368,931150,LAN - GAMES EOOD
26369,931170,soul ink
26370,931200,Rotech Digital Ltd
26371,931210,RedZone Studios LLC
26372,931220,Alex Meng
26373,931250,Antonio Renna
