id,appid,positive,negative
17397,677910,29,2
17398,677920,3,4
17399,677980,68,34
17400,678010,5,1
17401,678060,11,12
17402,678090,37,10
17403,678100,5,1
17404,678190,67,83
17405,678200,9,2
17406,678230,15,7
17407,678240,10,7
17408,678290,15,5
17409,678310,39,3
17410,678410,1,0
17411,678430,1,0
17412,678440,5,0
17413,678450,6,10
17414,678470,3,2
17415,678500,1,1
17416,678520,273,23
17417,678530,12,0
17418,678540,10,0
17419,678560,308,84
17420,678570,0,1
17421,678620,3,1
17422,678670,15,10
17423,678680,0,0
17424,678750,0,0
17425,678760,4,4
17426,678770,19,2
17427,678780,7,4
17428,678800,2086,501
17429,678820,26,3
17430,678830,5,2
17431,678850,32,10
17432,678870,22,0
17433,678880,3,0
17434,678890,12,58
17435,678920,7,0
17436,678930,2,0
17437,678940,12,1
17438,678950,10441,2264
17439,678970,54,9
17440,679030,6,0
17441,679070,6,5
17442,679080,2,2
17443,679090,5,1
17444,679100,2,0
17445,679160,1,1
17446,679190,38,16
17447,679200,0,0
17448,679220,17,8
17449,679230,11,1
17450,679260,335,261
17451,679270,139,50
17452,679300,18,0
17453,679390,1,1
17454,679400,128,17
17455,679410,5,0
17456,679430,23,11
17457,679460,21,33
17458,679470,21,6
17459,679480,3,3
17460,679490,225,28
17461,679500,23,0
17462,679510,11,6
17463,679530,15,10
17464,679540,0,1
17465,679550,6,0
17466,679560,6,0
17467,679570,4,1
17468,679620,10,6
17469,679640,1,1
17470,679660,84,14
17471,679670,4,2
17472,679690,4,5
17473,679720,2,1
17474,679740,21,14
17475,679750,126,9
17476,679770,32,4
17477,679780,0,4
17478,679820,7,8
17479,679860,20,15
17480,679930,4,7
17481,679960,1,0
17482,680040,2,3
17483,680070,2,1
17484,680100,3,11
17485,680120,47,47
17486,680140,0,2
17487,680170,6,8
17488,680190,5,0
17489,680250,1,0
17490,680310,69,84
17491,680320,900,131
17492,680330,23,11
17493,680340,78,21
17494,680350,10,0
17495,680360,1090,175
17496,680390,63,7
17497,680400,23,1
17498,680440,16,38
17499,680450,2,1
17500,680480,177,19
17501,680500,1,1
17502,680550,14,6
17503,680560,0,1
17504,680620,17,3
17505,680640,13,21
17506,680680,6,2
17507,680690,37,23
17508,680700,59,1
17509,680730,19,6
17510,680750,26,3
17511,680780,14,6
17512,680860,50,15
17513,680890,6,0
17514,680930,11,3
17515,680940,5,12
17516,680950,20,9
17517,680970,6,2
17518,680980,300,104
17519,680990,5,4
17520,681000,7,2
17521,681020,1,1
17522,681030,0,1
17523,681060,36,8
17524,681070,20,54
17525,681090,7,4
17526,681100,22,7
17527,681110,0,0
17528,681140,26,32
17529,681150,11,4
17530,681160,14,20
17531,681190,11,1
17532,681240,71,3
17533,681260,5,5
17534,681280,666,62
17535,681290,9,1
17536,681330,127,23
17537,681340,18,2
17538,681350,7,2
17539,681360,1,2
17540,681380,4,0
17541,681390,373,44
17542,681410,15,1
17543,681460,21,5
17544,681480,4,10
17545,681490,15,2
17546,681500,46,76
17547,681520,18,13
17548,681530,20,0
17549,681540,4,2
17550,681550,11,7
17551,681610,6,3
17552,681620,40,9
17553,681630,9,2
17554,681660,3960,5806
17555,681670,1,2
17556,681720,26,30
17557,681740,0,0
17558,681750,33,15
17559,681760,1,2
17560,681780,12,42
17561,681800,25,2
17562,681810,0,0
17563,681820,492,108
17564,681830,76,36
17565,681840,90,31
17566,681900,1,0
17567,681910,57,10
17568,681920,0,1
17569,681950,3,0
17570,681970,9,4
17571,681980,7,4
17572,681990,13,0
17573,682000,0,1
17574,682010,0,2
17575,682020,8,0
17576,682070,11,3
17577,682080,42,4
17578,682100,5,8
17579,682130,329,77
17580,682140,125,24
17581,682150,31,10
17582,682160,2,0
17583,682170,36,3
17584,682180,5,2
17585,682230,17,1
17586,682270,3,1
17587,682280,2,0
17588,682290,474,398
17589,682340,1,0
17590,682350,4,11
17591,682360,3,3
17592,682370,1,2
17593,682420,68,39
17594,682450,93,11
17595,682470,37,3
17596,682480,112,19
17597,682490,41,19
17598,682500,13,10
17599,682510,8,3
17600,682530,187,65
17601,682570,159,66
17602,682590,20,5
17603,682610,23,3
17604,682620,23,26
17605,682630,14,4
17606,682640,1,3
17607,682660,28,25
17608,682670,24,3
17609,682730,14,13
17610,682740,5,2
17611,682780,35,5
17612,682790,5,6
17613,682810,27,5
17614,682820,0,0
17615,682910,36,31
17616,682920,1,1
17617,682960,5,4
17618,682970,27,99
17619,683000,23,10
17620,683070,1,0
17621,683080,4,10
17622,683130,5,1
17623,683150,3,4
17624,683160,16,11
17625,683210,12,6
17626,683220,35,25
17627,683230,5,10
17628,683240,4,4
17629,683280,80,21
17630,683320,5747,242
17631,683340,3,0
17632,683430,5,0
17633,683440,8,5
17634,683490,1,0
17635,683530,15,14
17636,683570,16,39
17637,683600,3,10
17638,683620,1,0
17639,683630,3,0
17640,683670,26,3
17641,683690,15,17
17642,683730,8,9
17643,683760,18,3
17644,683770,26,6
17645,683790,11,5
17646,683810,1,3
17647,683830,50,9
17648,683840,0,1
17649,683870,23,2
17650,683880,9,0
17651,683890,15,0
17652,683900,208,76
17653,683910,5,2
17654,683930,44,41
17655,683960,0,1
17656,683970,3,0
17657,684000,4,0
17658,684040,20,9
17659,684050,34,21
17660,684060,12,2
17661,684130,3,11
17662,684170,3,1
17663,684200,374,592
17664,684210,86,22
17665,684230,14,1
17666,684250,30,19
17667,684260,6,0
17668,684270,154,7
17669,684300,139,73
17670,684320,20,1
17671,684330,4,0
17672,684340,3,1
17673,684380,67,14
17674,684400,3,1
17675,684410,1701,189
17676,684420,4,7
17677,684430,17,0
17678,684460,44,20
17679,684470,2,4
17680,684490,1,1
17681,684510,3,3
17682,684530,43,3
17683,684560,7,6
17684,684570,3,1
17685,684580,566,348
17686,684590,12,0
17687,684620,15,4
17688,684650,2,3
17689,684680,70,5
17690,684690,10,0
17691,684720,144,73
17692,684740,0,0
17693,684770,2,1
17694,684800,0,0
17695,684820,8,22
17696,684870,13,2
17697,684930,7,10
17698,684940,10,4
17699,684970,4,2
17700,684980,7,0
17701,685000,32,13
17702,685020,27,29
17703,685040,9,3
17704,685050,14,1
17705,685120,1,0
17706,685130,6,1
17707,685200,41,15
17708,685230,23,9
17709,685240,43,4
17710,685300,27,5
17711,685310,192,58
17712,685340,259,74
17713,685370,2,5
17714,685390,31,37
17715,685400,155,7
17716,685420,82,64
17717,685430,5,2
17718,685450,6,0
17719,685570,4,0
17720,685680,151,21
17721,685690,194,20
17722,685700,0,0
17723,685730,0,1
17724,685750,27,27
17725,685760,1,1
17726,685770,1,0
17727,685790,44,68
17728,685800,10,0
17729,685870,0,0
17730,685910,8,2
17731,685920,3,1
17732,685950,106,61
17733,685970,0,1
17734,685990,31,52
17735,686000,1,1
17736,686010,12,1
17737,686030,13,1
17738,686040,3,1
17739,686090,4,3
17740,686100,0,2
17741,686110,48,8
17742,686180,235,160
17743,686190,512,179
17744,686200,820,67
17745,686230,13,11
17746,686240,1,4
17747,686260,492,264
17748,686270,1,0
17749,686300,0,0
17750,686340,109,16
17751,686360,29,8
17752,686380,3,5
17753,686440,55,14
17754,686450,12,0
17755,686490,3,5
17756,686500,23,14
17757,686510,5,0
17758,686520,13,3
17759,686550,19,15
17760,686570,64,27
17761,686580,3,0
17762,686600,598,644
17763,686610,5,4
17764,686620,6,3
17765,686630,2,0
17766,686640,5,4
17767,686680,285,79
17768,686740,13,9
17769,686760,56,7
17770,686870,20,8
17771,686900,55,20
17772,686910,4,4
17773,686940,4,3
17774,686950,6,2
17775,687260,537,54
17776,687270,5,3
17777,687280,29,25
17778,687310,17,3
17779,687320,8,4
17780,687340,0,0
17781,687360,13,0
17782,687390,1,2
17783,687420,0,0
17784,687480,21,17
17785,687490,28,17
17786,687510,11,5
17787,687540,31,11
17788,687560,12,3
17789,687580,0,0
17790,687590,142,5
17791,687600,8,13
17792,687610,2,0
17793,687630,53,33
17794,687640,0,3
17795,687650,155,111
17796,687720,6,3
17797,687730,1,3
17798,687750,101,80
17799,687760,4,6
17800,687790,71,46
17801,687830,137,9
17802,687850,272,81
17803,687870,13,16
17804,687890,13,2
17805,687900,12,1
17806,687920,444,95
17807,687950,0,0
17808,687980,242,12
17809,688000,4,4
17810,688020,7,14
17811,688050,1,0
17812,688060,101,14
17813,688070,33,2
17814,688110,8,0
17815,688130,324,95
17816,688140,56,25
17817,688150,5,8
17818,688170,3,1
17819,688180,1,1
17820,688200,2,1
17821,688210,3,0
17822,688260,36,18
17823,688330,3,1
17824,688350,4,8
17825,688360,39,20
17826,688370,12,2
17827,688380,24,3
17828,688400,23,6
17829,688420,684,182
17830,688450,11,5
17831,688470,1017,1161
17832,688480,184,120
17833,688500,54,26
17834,688570,32,19
17835,688580,4,7
17836,688590,19,10
17837,688600,9,3
17838,688620,5,3
17839,688630,5,8
17840,688650,31,23
17841,688680,15,3
17842,688690,62,12
17843,688720,7,0
17844,688750,0,0
17845,688770,15,0
17846,688780,2,0
17847,688790,4,0
17848,688800,15,6
17849,688880,17,14
17850,688910,0,0
17851,688930,8,3
17852,688940,2,2
17853,689000,13,3
17854,689020,3,2
17855,689030,5,3
17856,689040,15,1
17857,689050,3,4
17858,689060,3,6
17859,689070,160,17
17860,689080,6,6
17861,689090,653,93
17862,689100,9,10
17863,689120,3,0
17864,689160,12,3
17865,689170,14,2
17866,689180,28,13
17867,689210,1,0
17868,689270,3,3
17869,689290,17,0
17870,689300,5,0
17871,689340,4,2
17872,689350,25,41
17873,689360,38,77
17874,689400,94,18
17875,689470,18,1
17876,689480,4,2
17877,689520,16,26
17878,689570,41,6
17879,689580,138,5
17880,689600,1,0
17881,689610,1,0
17882,689620,54,29
17883,689650,124,99
17884,689680,7,1
17885,689700,113,25
17886,689710,59,0
17887,689740,6,0
17888,689750,140,57
17889,689790,65,39
17890,689820,0,0
17891,689830,8,4
17892,689850,0,1
17893,689880,1,0
17894,689900,166,9
17895,689910,257,18
17896,690000,2,1
17897,690040,240,36
17898,690060,149,89
17899,690080,8,3
17900,690120,67,13
17901,690130,17,4
17902,690140,141,36
17903,690150,46,8
17904,690200,27,0
17905,690220,3,5
17906,690240,30,12
17907,690250,3,3
17908,690260,2,1
17909,690280,6,4
17910,690310,7,1
17911,690350,40,15
17912,690400,21,3
17913,690410,2,0
17914,690440,1,0
17915,690460,17,16
17916,690510,1097,349
17917,690530,3579,1109
17918,690550,9,1
17919,690560,56,6
17920,690570,6,1
17921,690580,6,7
17922,690610,123,58
17923,690620,55,15
17924,690630,17,2
17925,690670,1,3
17926,690690,4,0
17927,690710,19,1
17928,690740,50,27
17929,690770,30,6
17930,690790,1017,670
17931,690810,204,121
17932,690820,3,3
17933,690830,1228,386
17934,690840,0,1
17935,690850,8,2
17936,690860,0,3
17937,690930,440,52
17938,690950,3,0
17939,691020,548,655
17940,691080,44,33
17941,691130,27,57
17942,691150,130,10
17943,691160,174,18
17944,691190,12,9
17945,691220,1,1
17946,691240,17,4
17947,691250,16,1
17948,691280,142,47
17949,691320,157,31
17950,691390,132,25
17951,691420,7,5
17952,691430,25,0
17953,691450,350,8
17954,691540,53,34
17955,691570,4,1
17956,691580,12,7
17957,691590,4,4
17958,691600,5,4
17959,691620,5,0
17960,691630,93,35
17961,691640,1,0
17962,691650,10,2
17963,691680,2,1
17964,691690,1007,256
17965,691700,1,1
17966,691720,12,2
17967,691730,104,53
17968,691750,11,2
17969,691770,237,9
17970,691810,18,58
17971,691830,85,12
17972,691850,0,0
17973,691860,2,1
17974,691890,14,2
17975,691910,5,0
17976,691920,14,33
17977,691930,45,6
17978,691980,0,5
17979,691990,2,0
17980,692030,94,238
17981,692060,6,8
17982,692090,3,0
17983,692100,139,23
17984,692110,6,0
17985,692170,0,2
17986,692180,77,13
17987,692190,4,0
17988,692200,26,16
17989,692260,13,12
17990,692270,72,31
17991,692290,13,12
17992,692310,7,2
17993,692360,23,5
17994,692500,3,1
17995,692530,3,3
17996,692590,14,16
17997,692610,2,1
17998,692630,0,3
17999,692660,2,1
18000,692680,3,0
18001,692690,21,4
18002,692710,14,2
18003,692780,41,15
18004,692790,27,16
18005,692830,11,5
18006,692840,204,453
18007,692850,0,0
18008,692860,1,0
18009,692880,28,2
18010,692920,399,146
18011,692930,39,10
18012,693020,0,0
18013,693030,8,0
18014,693090,4,3
18015,693180,14,8
18016,693190,11,12
18017,693210,26,10
18018,693240,2,4
18019,693250,14,19
18020,693280,0,2
18021,693300,2,2
18022,693310,4,2
18023,693320,1,0
18024,693330,5,0
18025,693360,2,3
18026,693380,5,1
18027,693400,1,2
18028,693430,3,3
18029,693440,12,6
18030,693450,12,0
18031,693500,0,1
18032,693560,6,0
18033,693580,70,26
18034,693650,7,1
18035,693670,30,18
18036,693700,81,8
18037,693710,0,0
18038,693750,72,49
18039,693790,12,9
18040,693810,9,5
18041,693820,0,0
18042,693830,15,3
18043,693880,23,17
18044,693890,22,14
18045,693950,12,0
18046,693960,32,8
18047,693990,4,0
18048,694070,7,3
18049,694090,82,30
18050,694130,79,98
18051,694140,9,3
18052,694150,7,1
18053,694160,1,1
18054,694180,14,11
18055,694370,53,5
18056,694420,1,0
18057,694430,1,3
18058,694440,4,8
18059,694470,1,6
18060,694480,18,11
18061,694490,23,30
18062,694500,152,28
18063,694520,4,1
18064,694550,9,0
18065,694610,0,0
18066,694660,6,1
18067,694670,7,0
18068,694720,444,584
18069,694730,18,8
18070,694760,12,1
18071,694790,15,3
18072,694830,6,1
18073,694870,20,4
18074,694930,12,3
18075,694950,24,5
18076,694960,6,1
18077,694980,52,22
18078,695050,0,0
18079,695100,102,26
18080,695110,25,1
18081,695290,217,130
18082,695320,3,0
18083,695350,14,23
18084,695360,49,60
18085,695420,8,0
18086,695450,20,9
18087,695460,4,0
18088,695490,4,2
18089,695510,31,8
18090,695560,1,0
18091,695590,25,11
18092,695600,109,36
18093,695630,227,327
18094,695650,64,32
18095,695660,24,3
18096,695690,94,154
18097,695720,21,16
18098,695760,26,12
18099,695810,9,4
18100,695830,9,0
18101,695880,0,1
18102,695910,6,2
18103,695920,662,138
18104,695940,2,1
18105,695950,1,0
18106,695960,3,0
18107,695970,108,17
18108,695980,2,1
18109,695990,1,0
18110,696000,2,0
18111,696010,2,0
18112,696020,1,0
18113,696040,6,2
18114,696060,32,3
18115,696110,3,2
18116,696140,182,20
18117,696160,29,14
18118,696170,1783,647
18119,696180,134,69
18120,696190,2,7
18121,696200,31,0
18122,696250,7,9
18123,696310,6,5
18124,696360,68,47
18125,696370,919,534
18126,696400,13,23
18127,696410,8,2
18128,696430,5,8
18129,696440,3,1
18130,696460,62,9
18131,696470,2,4
18132,696480,414,97
18133,696490,19,5
18134,696500,3,13
18135,696510,9,4
18136,696530,107,13
18137,696540,4,5
18138,696560,48,8
18139,696580,7,5
18140,696590,139,35
18141,696650,92,22
18142,696710,13,3
18143,696730,18,13
18144,696760,6,0
18145,696810,6,2
18146,696840,4,6
18147,696860,2,1
18148,696910,4,1
18149,696930,15,23
18150,696940,37,13
18151,696990,68,73
18152,697000,1,2
18153,697010,88,79
18154,697020,5,10
18155,697130,18,7
18156,697160,3,2
18157,697260,18,13
18158,697360,0,1
18159,697370,22,11
18160,697450,1,0
18161,697490,0,6
18162,697530,8,7
18163,697550,467,55
18164,697580,18,6
18165,697600,7,0
18166,697610,149,21
18167,697630,64,65
18168,697640,17,9
18169,697650,47,3
18170,697660,25,4
18171,697680,4,0
18172,697710,7,1
18173,697730,1,1
18174,697800,17,4
18175,697850,12,19
18176,697860,20,3
18177,697870,7,7
18178,697890,1,0
18179,697910,8,0
18180,697930,31,29
18181,697950,2,0
18182,697960,10,8
18183,697970,16,5
18184,698030,0,0
18185,698040,8,3
18186,698050,62,14
18187,698100,3,1
18188,698110,20,8
18189,698160,2,7
18190,698260,169,22
18191,698300,72,15
18192,698320,3,8
18193,698330,55,13
18194,698410,4,3
18195,698450,28,3
18196,698480,2,0
18197,698490,37,98
18198,698500,12,2
18199,698520,11,2
18200,698540,334,45
18201,698570,4,0
18202,698590,13,4
18203,698600,0,2
18204,698610,1,0
18205,698620,8,1
18206,698640,436,132
18207,698650,12,0
18208,698700,0,0
18209,698710,25,12
18210,698720,347,64
18211,698740,66,34
18212,698770,15,3
18213,698780,108556,3588
18214,698790,19,1
18215,698830,20,15
18216,698870,166,50
18217,698880,6,1
18218,698910,16,3
18219,698920,0,0
18220,698950,20,4
18221,698960,1,0
18222,698980,5,2
18223,699010,6,5
18224,699040,65,37
18225,699080,64,8
18226,699100,10,8
18227,699150,46,4
18228,699160,17,20
18229,699170,410,32
18230,699180,233,23
18231,699230,7,0
18232,699240,20,8
18233,699370,0,2
18234,699390,43,4
18235,699410,11,1
18236,699460,4,9
18237,699470,0,1
18238,699480,9,16
18239,699510,5,2
18240,699550,14,28
18241,699570,0,3
18242,699590,25,14
18243,699600,80,3
18244,699670,158,50
18245,699680,4,10
18246,699700,107,31
18247,699720,20,2
18248,699740,87,48
18249,699750,36,10
18250,699760,22,39
18251,699770,24,16
18252,699780,34,5
18253,699790,2,1
18254,699820,3,4
18255,699830,6,1
18256,699850,1,0
18257,699860,4,3
18258,699870,13,22
18259,699920,185,37
18260,699930,1,0
18261,699940,24,10
18262,699970,2,3
18263,699990,3,4
18264,700010,11,6
18265,700020,23,15
18266,700030,1524,2223
18267,700050,0,1
18268,700140,6,0
18269,700160,98,6
18270,700170,64,10
18271,700270,2,1
18272,700330,19534,3621
18273,700400,4,1
18274,700440,17,10
18275,700450,1,0
18276,700460,4,1
18277,700470,113,39
18278,700480,82,26
18279,700490,9,0
18280,700510,9,1
18281,700520,30,1
18282,700540,3,1
18283,700560,3,4
18284,700570,72,41
18285,700580,0,0
18286,700590,10,2
18287,700610,0,1
18288,700620,9,3
18289,700650,6,1
18290,700660,58,26
18291,700730,2,0
18292,700740,22,18
18293,700750,7,6
18294,700770,27,23
18295,700780,16,14
18296,700830,8,0
18297,700880,1,0
18298,700910,3,0
18299,700920,6,2
18300,700940,2,3
18301,700990,5,5
18302,701010,4,1
18303,701020,0,0
18304,701040,36,0
18305,701080,17,3
18306,701100,32,11
18307,701160,736,377
18308,701280,9,5
18309,701290,13,2
18310,701360,0,0
18311,701370,1,1
18312,701380,82,1
18313,701420,17,0
18314,701440,26,1
18315,701460,5,5
18316,701470,63,6
18317,701540,26,17
18318,701620,12,7
18319,701680,0,2
18320,701720,60,28
18321,701730,44,1
18322,701740,9,6
18323,701760,27,9
18324,701800,5,0
18325,701810,17,0
18326,701860,36,6
18327,701870,16,3
18328,701880,2,0
18329,701890,3,0
18330,701900,28,3
18331,701910,13,0
18332,701930,468,11
18333,701940,7,0
18334,701950,6,1
18335,701960,2,1
18336,701970,10,1
18337,701990,1,1
18338,702030,21,2
18339,702080,44,36
18340,702110,68,15
18341,702120,155,110
18342,702150,3,2
18343,702160,34,12
18344,702180,3,1
18345,702190,27,20
18346,702200,43,55
18347,702210,80,28
18348,702220,17,6
18349,702270,12,1
18350,702300,8,0
18351,702310,2,1
18352,702320,163,135
18353,702360,4,0
18354,702430,16,11
18355,702510,5,4
18356,702550,1,2
18357,702600,51,4
18358,702620,0,0
18359,702670,1487,290
18360,702700,80,84
18361,702790,11,2
18362,702810,919,86
18363,702820,1,0
18364,702890,1216,439
18365,702900,0,0
18366,702910,18,17
18367,702930,0,0
18368,702940,10,1
18369,703000,3,0
18370,703030,7,1
18371,703040,29,43
18372,703050,7,2
18373,703060,22,13
18374,703070,20,9
18375,703090,13,13
18376,703100,0,0
18377,703120,8,3
18378,703140,3,2
18379,703180,40,7
18380,703200,0,1
18381,703210,15,6
18382,703250,6,1
18383,703260,1,1
18384,703270,8,7
18385,703280,297,119
18386,703300,16,11
18387,703310,19,8
18388,703320,167,7
18389,703360,3,2
18390,703400,22,15
18391,703430,11,7
18392,703480,20,9
18393,703490,10,1
18394,703500,22,2
18395,703510,108,41
18396,703530,14,13
18397,703540,8,2
18398,703600,30,13
18399,703610,70,81
18400,703620,43,4
18401,703630,34,3
18402,703700,1652,477
18403,703720,10,1
18404,703730,25,4
18405,703750,2,11
18406,703760,10,8
18407,703800,4,0
18408,703820,0,1
18409,703840,317,47
18410,703870,19,8
18411,703880,67,11
18412,703920,17,37
18413,703940,83,29
18414,703950,458,153
18415,703980,55,20
18416,704010,29,8
18417,704020,0,0
18418,704030,392,126
18419,704040,197,123
18420,704070,6,2
18421,704140,3,3
18422,704190,11,6
18423,704200,54,3
18424,704210,273,268
18425,704230,86,76
18426,704270,1377,1673
18427,704300,31,9
18428,704310,8,3
18429,704350,1,1
18430,704360,92,6
18431,704370,1,2
18432,704430,1,1
18433,704440,31,1
18434,704450,966,278
18435,704460,9,25
18436,704470,108,1
18437,704480,18,4
18438,704490,4,20
18439,704500,6,7
18440,704510,51,9
18441,704520,0,0
18442,704640,119,19
18443,704660,1,0
18444,704670,2,0
18445,704680,25,5
18446,704690,96,38
18447,704700,5,0
18448,704750,1,2
18449,704760,9,3
18450,704830,93,75
18451,704840,115,7
18452,704850,1854,528
18453,704860,59,6
18454,704880,20,13
18455,704910,67,2
18456,704940,0,4
18457,704950,29,11
18458,704990,4,1
18459,705000,0,0
18460,705020,11,2
18461,705050,7,10
18462,705060,18,29
18463,705070,26,33
18464,705090,21,13
18465,705100,63,12
18466,705120,1966,187
18467,705130,0,0
18468,705150,58,17
18469,705160,56,25
18470,705210,9,2
18471,705220,3480,387
18472,705230,1,5
18473,705240,24,1
18474,705250,13,3
18475,705260,9,9
18476,705280,174,34
18477,705290,112,24
18478,705300,12,16
18479,705370,49,32
18480,705380,20,2
18481,705390,6,7
18482,705400,24,43
18483,705410,20,11
18484,705420,28,39
18485,705430,18,17
18486,705440,3,1
18487,705450,45,4
18488,705500,21,0
18489,705530,4,0
18490,705550,6,2
18491,705610,36,12
18492,705620,31,5
18493,705640,15,11
18494,705670,39,3
18495,705700,7,6
18496,705710,29,59
18497,705740,27,15
18498,705750,34,5
18499,705770,0,0
18500,705780,6,1
18501,705800,5,3
18502,705810,123,46
18503,705830,5,1
18504,705840,15,18
18505,705860,9,3
18506,705870,31,3
18507,705920,3,0
18508,705930,1,1
18509,706010,1,2
18510,706020,292,133
18511,706030,7,2
18512,706130,88,9
18513,706200,5,2
18514,706210,0,1
18515,706240,11,2
18516,706270,2,0
18517,706280,17,3
18518,706320,23,14
18519,706330,21,13
18520,706350,3,0
18521,706370,4,1
18522,706380,1,1
18523,706390,6,2
18524,706440,10,6
18525,706480,0,0
18526,706490,71,57
18527,706510,18,0
18528,706520,34,13
18529,706550,0,0
18530,706560,136,9
18531,706570,3,2
18532,706690,1,9
18533,706710,13,2
18534,706840,16,26
18535,706850,0,0
18536,706880,11,4
18537,706920,30,5
18538,706960,36,10
18539,706990,2703,1084
18540,707000,2,4
18541,707010,1061,427
18542,707060,1,8
18543,707110,6,3
18544,707140,1,14
18545,707220,4,3
18546,707230,10,4
18547,707280,0,2
18548,707300,259,85
18549,707320,6,4
18550,707340,7,2
18551,707350,9,4
18552,707370,15,18
18553,707380,19,22
18554,707400,55,14
18555,707450,13,11
18556,707470,2,0
18557,707560,3,1
18558,707580,71,17
18559,707590,58,21
18560,707610,4,2
18561,707680,517,138
18562,707720,6,5
18563,707750,3,5
18564,707770,3,6
18565,707850,5,2
18566,707860,2,4
18567,707870,85,35
18568,707920,10,9
18569,707960,6,6
18570,708100,36,15
18571,708120,6,5
18572,708140,2,0
18573,708150,24,4
18574,708160,10,1
18575,708190,14,10
18576,708250,4,1
18577,708260,43,5
18578,708280,2,0
18579,708300,29,9
18580,708310,35,12
18581,708340,108,28
18582,708370,33,20
18583,708420,222,101
18584,708430,14,22
18585,708450,14,5
18586,708480,5,8
18587,708510,4,11
18588,708580,140,36
18589,708630,0,5
18590,708640,21,3
18591,708680,54,3
18592,708710,7,5
18593,708760,35,6
18594,708780,12,0
18595,708790,9,5
18596,708800,42,20
18597,708820,19,3
18598,708830,2,2
18599,708850,19,3
18600,708870,7,0
18601,708890,32,4
18602,708920,39,7
18603,708930,7,13
18604,708940,58,19
18605,708950,28,5
18606,708970,30,4
18607,709020,0,1
18608,709050,3,22
18609,709080,14,0
18610,709140,11,4
18611,709190,12,10
18612,709220,10,13
18613,709240,63,7
18614,709250,5,24
18615,709280,4,6
18616,709290,1,0
18617,709340,1,0
18618,709350,2,0
18619,709370,1,0
18620,709390,0,0
18621,709400,3,0
18622,709410,57,30
18623,709430,25,13
18624,709440,171,70
18625,709450,89,10
18626,709470,4,1
18627,709480,0,2
18628,709510,27,1
18629,709520,2,0
18630,709550,3,0
18631,709560,11,5
18632,709610,0,1
18633,709620,7,2
18634,709630,21,16
18635,709670,19,1
18636,709700,27,25
18637,709720,13,3
18638,709750,2,1
18639,709770,23,17
18640,709780,33,45
18641,709790,6,3
18642,709800,16,29
18643,709820,27,70
18644,709840,37,65
18645,709850,4,3
18646,709870,22,31
18647,709880,19,7
18648,709890,3,1
18649,709920,62,2
18650,709940,4,0
18651,709970,0,0
18652,710030,239,24
18653,710070,19,5
18654,710090,8,21
18655,710110,22,12
18656,710120,23,12
18657,710130,0,0
18658,710160,3,1
18659,710170,95,11
18660,710190,49,9
18661,710240,4,3
18662,710250,6,2
18663,710270,77,36
18664,710280,1,0
18665,710310,2,0
18666,710360,9,2
18667,710400,5,0
18668,710460,2,1
18669,710470,403,71
18670,710480,8,2
18671,710520,14,4
18672,710540,18,4
18673,710550,2,1
18674,710610,104,29
18675,710620,0,0
18676,710630,9,0
18677,710640,1,3
18678,710690,11,1
18679,710700,10,3
18680,710740,2,4
18681,710750,11,9
18682,710760,31,9
18683,710780,98,28
18684,710820,13,1
18685,710880,3,10
18686,710940,3,0
18687,710950,11,1
18688,710960,1,0
18689,710970,1,3
18690,710990,0,1
18691,711000,1,1
18692,711010,15,5
18693,711050,4,2
18694,711070,20,31
18695,711080,14,9
18696,711090,8,4
18697,711100,8,5
18698,711110,5,3
18699,711120,6,1
18700,711130,12,0
18701,711140,0,1
18702,711150,16,17
18703,711210,61,14
18704,711230,8,2
18705,711240,9,2
18706,711260,1,0
18707,711300,7,0
18708,711310,0,1
18709,711320,43,29
18710,711330,2,2
18711,711350,0,3
18712,711390,4,8
18713,711430,17,1
18714,711440,94,20
18715,711450,11,4
18716,711460,0,2
18717,711480,5,2
18718,711500,0,0
18719,711530,9,8
18720,711550,8,0
18721,711560,30,12
18722,711570,13,7
18723,711600,0,0
18724,711640,22,20
18725,711660,976,335
18726,711690,31,1
18727,711700,1,1
18728,711710,29,10
18729,711720,6,1
18730,711750,289,117
18731,711770,18,13
18732,711810,792,281
18733,711870,0,0
18734,711890,1,0
18735,711920,19,2
18736,711930,18,20
18737,711970,7,3
18738,711990,1123,96
18739,712000,31,32
18740,712010,19,9
18741,712050,1929,224
18742,712060,35,3
18743,712070,5,2
18744,712090,22,8
18745,712100,3386,2579
18746,712150,12,7
18747,712180,32,4
18748,712190,0,0
18749,712210,9,0
18750,712230,3,1
18751,712240,13,0
18752,712380,34,6
18753,712390,54,11
18754,712410,18,21
18755,712430,10,1
18756,712530,28,16
18757,712610,3,0
18758,712620,3,0
18759,712650,8,2
18760,712660,6,2
18761,712700,7,0
18762,712730,917,66
18763,712760,2,0
18764,712770,46,10
18765,712790,51,21
18766,712810,59,28
18767,712840,2135,127
18768,712870,41,10
18769,712890,4,1
18770,712970,15,1
18771,712980,13,6
18772,713010,10,2
18773,713030,10,1
18774,713050,90,24
18775,713060,8,3
18776,713070,0,1
18777,713080,5,13
18778,713090,13,0
18779,713100,3,16
18780,713160,45,3
18781,713170,7,4
18782,713180,22,1
18783,713220,14,3
18784,713230,2,6
18785,713260,127,5
18786,713310,10,1
18787,713320,14,3
18788,713340,1,0
18789,713380,8,1
18790,713390,0,1
18791,713420,22,11
