id,appid,positive,negative
27601,976560,1,4
27602,976580,1,2
27603,976780,50,11
27604,976830,2,0
27605,976840,0,1
27606,976850,5,1
27607,976860,4,2
27608,976870,2,0
27609,976920,11,10
27610,976940,311,5
27611,976950,2,0
27612,976960,7,0
27613,976970,3,0
27614,976980,7,4
27615,977080,7,0
27616,977090,13,1
27617,977100,10,0
27618,977110,2,1
27619,977160,53,31
27620,977180,0,0
27621,977200,24,6
27622,977210,6,0
27623,977260,6,4
27624,977270,2,0
27625,977290,1,0
27626,977300,24,5
27627,977310,2,0
27628,977340,8,4
27629,977380,0,0
27630,977390,120,39
27631,977400,471,119
27632,977430,1,0
27633,977450,8,0
27634,977460,52,5
27635,977490,7,7
27636,977500,100,23
27637,977540,7,2
27638,977570,36,21
27639,977590,1,2
27640,977640,40,15
27641,977670,11,0
27642,977690,18,1
27643,977790,2,3
27644,977810,28,1
27645,977840,7,0
27646,977900,1,4
27647,977950,1451,119
27648,977980,1,0
27649,978010,3,0
27650,978020,1,3
27651,978040,2,0
27652,978110,0,1
27653,978210,5,2
27654,978250,17,3
27655,978260,0,0
27656,978270,128,7
27657,978290,10,18
27658,978340,6,2
27659,978380,2,1
27660,978440,6,0
27661,978450,1,1
27662,978470,44,13
27663,978490,2,0
27664,978580,1,1
27665,978620,152,123
27666,978640,13,1
27667,978670,7,8
27668,978680,34,15
27669,978690,3,5
27670,978710,2,1
27671,978790,18,1
27672,978800,73,6
27673,978840,39,45
27674,978870,21,1
27675,978910,1,2
27676,978920,2,1
27677,978970,11,1
27678,978990,5,1
27679,979000,1,0
27680,979010,35,20
27681,979060,79,33
27682,979080,530,150
27683,979090,24,3
27684,979100,17,1
27685,979170,19,19
27686,979220,0,1
27687,979260,141,9
27688,979290,2,6
27689,979300,1,0
27690,979320,7,0
27691,979350,2,0
27692,979390,18,4
27693,979450,3,0
27694,979500,1,1
27695,979520,4,2
27696,979530,3,3
27697,979550,1,3
27698,979560,23,19
27699,979580,4,0
27700,979600,255,2
27701,979620,12,1
27702,979680,3,3
27703,979720,3,1
27704,979740,9,2
27705,979760,2,1
27706,979790,10,0
27707,979810,13,11
27708,979880,4,0
27709,979890,8,3
27710,979900,10,3
27711,979970,17,5
27712,979990,8,1
27713,980060,33,15
27714,980300,736,25
27715,980320,8,3
27716,980380,0,0
27717,980440,1,1
27718,980490,4,0
27719,980520,5,0
27720,980600,2,0
27721,980690,12,3
27722,980730,43,15
27723,980740,3,2
27724,980750,2,0
27725,980830,22,0
27726,980850,164,137
27727,980880,4,0
27728,980950,13,1
27729,981040,0,0
27730,981050,0,0
27731,981100,0,2
27732,981130,1,2
27733,981140,1,1
27734,981160,0,0
27735,981250,2,0
27736,981260,88,16
27737,981270,2,0
27738,981290,21,18
27739,981310,21,15
27740,981410,78,7
27741,981420,50,1
27742,981440,2,0
27743,981450,5,0
27744,981490,2,1
27745,981540,1,0
27746,981550,39,5
27747,981670,2,3
27748,981710,1,0
27749,981800,25,12
27750,981850,16,7
27751,981900,2,1
27752,981910,8,9
27753,981960,18,3
27754,981990,6,0
27755,982010,3,7
27756,982020,1,0
27757,982050,1,0
27758,982060,45,2
27759,982100,9,2
27760,982120,5,0
27761,982150,184,15
27762,982180,1,0
27763,982220,58,12
27764,982270,122,12
27765,982380,18,10
27766,982400,48,3
27767,982440,48,16
27768,982450,4,2
27769,982480,0,3
27770,982520,4,4
27771,982540,20,0
27772,982580,200,30
27773,982680,17,4
27774,982690,1,1
27775,982700,30,14
27776,982710,4,3
27777,982750,0,0
27778,982760,8,5
27779,982770,3,0
27780,982830,3,2
27781,982840,2,0
27782,982850,12,1
27783,982860,1,1
27784,982880,2,1
27785,982890,0,4
27786,982900,18,8
27787,982990,3,0
27788,983040,0,0
27789,983060,12,8
27790,983120,5,1
27791,983150,116,5
27792,983170,9,0
27793,983200,3,0
27794,983230,0,2
27795,983240,0,0
27796,983280,3,1
27797,983340,0,1
27798,983520,4,4
27799,983590,2,0
27800,983640,2,1
27801,983760,8,0
27802,983780,1,1
27803,983790,2,0
27804,983820,13,13
27805,983840,4,6
27806,983880,7,8
27807,983890,1,7
27808,983980,21,4
27809,983990,16,1
27810,984020,6,1
27811,984030,1,0
27812,984070,7,5
27813,984080,2,6
27814,984110,379,87
27815,984170,1,1
27816,984240,21,19
27817,984250,11,0
27818,984360,1,0
27819,984450,18,0
27820,984470,60,5
27821,984510,2,0
27822,984540,4,0
27823,984560,181,4
27824,984570,8,1
27825,984580,0,1
27826,984590,1,0
27827,984660,45,9
27828,984720,79,6
27829,984750,223,38
27830,984820,6,2
27831,984870,1,1
27832,984880,2,1
27833,984910,2,0
27834,985020,10,1
27835,985040,20,3
27836,985070,0,0
27837,985090,2,1
27838,985260,24,0
27839,985280,4,1
27840,985330,4,4
27841,985340,0,0
27842,985420,0,1
27843,985430,59,20
27844,985440,16,2
27845,985500,1,1
27846,985510,8,0
27847,985530,19,2
27848,985540,1,1
27849,985560,12,3
27850,985580,5,1
27851,985620,3,0
27852,985640,1,0
27853,985680,10,0
27854,985710,32,24
27855,985760,51,19
27856,985770,0,3
27857,985800,2,0
27858,985820,8,5
27859,985840,1,0
27860,985880,0,0
27861,985930,1,0
27862,986010,1,0
27863,986020,141,32
27864,986040,0,0
27865,986080,21,7
27866,986100,13,0
27867,986280,68,1
27868,986320,0,1
27869,986340,3,0
27870,986400,1,0
27871,986460,1,9
27872,986710,19,0
27873,986820,8,0
27874,986830,4,0
27875,986990,20,8
27876,987000,17,0
27877,987010,2,5
27878,987020,161,17
27879,987060,3,0
27880,987180,4,0
27881,987190,9,4
27882,987200,10,6
27883,987210,18,4
27884,987230,76,28
27885,987370,0,1
27886,987490,1,3
27887,987570,0,0
27888,987580,1,1
27889,987590,11,5
27890,987620,0,0
27891,987660,0,3
27892,987710,5,0
27893,987740,6,3
27894,987770,32,7
27895,987790,5,7
27896,987800,1,0
27897,987820,54,18
27898,987850,39,16
27899,987900,232,42
27900,987910,33,17
27901,987980,3,7
27902,987990,2,0
27903,988070,0,2
27904,988100,100,7
27905,988110,2,0
27906,988190,2,2
27907,988240,24,10
27908,988250,3,0
27909,988330,3,1
27910,988340,4,5
27911,988370,3,1
27912,988430,41,17
27913,988480,77,47
27914,988500,1,0
27915,988600,0,1
27916,988650,11,1
27917,988890,4,1
27918,988920,0,2
27919,988980,63,0
27920,989000,1,2
27921,989010,0,1
27922,989040,4,1
27923,989050,18,9
27924,989070,1,0
27925,989140,3,0
27926,989160,2,2
27927,989190,5,4
27928,989250,0,1
27929,989340,19,5
27930,989390,0,0
27931,989430,17,0
27932,989450,294,110
27933,989490,18,17
27934,989540,24,22
27935,989560,4,2
27936,989630,3,3
27937,989640,4,3
27938,989650,1,1
27939,989690,0,0
27940,989780,0,8
27941,989870,1,0
27942,989910,8,5
27943,990060,16,24
27944,990160,1,3
27945,990180,12,1
27946,990230,1,0
27947,990250,27,10
27948,990280,0,0
27949,990400,1,1
27950,990500,5,3
27951,990640,32,4
27952,990720,11,2
27953,990750,7,1
27954,990850,6,4
27955,990940,7,10
27956,990950,0,1
27957,990980,7,2
27958,991070,21,8
27959,991080,2,2
27960,991090,0,1
27961,991100,1,1
27962,991140,9,2
27963,991150,0,1
27964,991230,6,3
27965,991280,4,5
27966,991430,16,0
27967,991480,5,0
27968,991490,1,0
27969,991500,1,1
27970,991510,6,0
27971,991530,8,0
27972,991620,11,1
27973,991750,7,2
27974,991780,4356,601
27975,991790,48,16
27976,991860,3,3
27977,991960,7,0
27978,992000,4,6
27979,992040,5,2
27980,992050,33,1
27981,992070,108,26
27982,992080,3,2
27983,992120,10,0
27984,992210,24,0
27985,992300,1042,257
27986,992310,208,3
27987,992330,78,22
27988,992360,0,0
27989,992420,2,0
27990,992480,0,0
27991,992490,18,1
27992,992520,4,0
27993,992560,2,0
27994,992620,13,10
27995,992640,451,194
27996,992680,0,0
27997,992700,31,3
27998,992720,3,2
27999,992730,6,5
28000,992740,114,0
28001,992750,23,1
28002,992790,6,1
28003,992860,29,21
28004,992870,6,2
28005,992880,1,0
28006,992890,2,1
28007,992950,6,0
28008,992960,3,2
28009,992970,0,0
28010,993090,45,3
28011,993170,28,2
28012,993200,0,0
28013,993220,0,0
28014,993270,3,0
28015,993290,0,1
28016,993330,3,3
28017,993340,36,4
28018,993360,1,1
28019,993370,5,1
28020,993400,6,7
28021,993430,20,1
28022,993460,1,0
28023,993500,2,0
28024,993580,8,3
28025,993630,2,0
28026,993640,31,16
28027,993650,1,1
28028,993680,25,10
28029,993690,17,6
28030,993740,0,0
28031,993750,1,6
28032,993780,13,2
28033,993810,11,1
28034,993850,13,1
28035,993890,4,1
28036,993970,23,4
28037,993990,75,28
28038,994020,97,12
28039,994030,0,0
28040,994160,0,0
28041,994170,1,1
28042,994190,215,73
28043,994220,258,60
28044,994260,42,9
28045,994280,4945,1035
28046,994320,20,39
28047,994350,0,0
28048,994380,0,3
28049,994400,1,0
28050,994520,31,9
28051,994570,33,3
28052,994590,2,0
28053,994610,3,0
28054,994650,1,0
28055,994770,16,10
28056,994790,2,1
28057,994860,14,2
28058,994870,5,3
28059,994900,1,0
28060,994930,131,61
28061,995000,9,2
28062,995050,9,3
28063,995160,1,0
28064,995170,1,0
28065,995280,5,7
28066,995330,13,4
28067,995340,2,2
28068,995450,27,4
28069,995460,1079,29
28070,995480,3,3
28071,995490,7,0
28072,995660,11,5
28073,995700,1,1
28074,995720,8,3
28075,995740,13,2
28076,995790,12,3
28077,995850,2,1
28078,995870,13,2
28079,995910,1,2
28080,996050,9,4
28081,996150,1,0
28082,996160,5,0
28083,996170,1,1
28084,996280,6,2
28085,996380,135,137
28086,996430,0,0
28087,996450,7,1
28088,996550,18,0
28089,996620,0,0
28090,996650,3,0
28091,996710,3,3
28092,996730,4,2
28093,996830,1,23
28094,996860,6,2
28095,996920,5,0
28096,996980,16,3
28097,997000,6,1
28098,997030,10,6
28099,997180,111,17
28100,997260,8,0
28101,997270,1,3
28102,997280,4,0
28103,997340,0,3
28104,997370,5,1
28105,997430,2,2
28106,997480,5,1
28107,997530,1,0
28108,997560,13,3
28109,997600,0,3
28110,997670,1,1
28111,997700,71,2
28112,997720,3,0
28113,997730,4,2
28114,997790,5,1
28115,997870,2,1
28116,997950,6,0
28117,998150,7,4
28118,998220,65,5
28119,998330,10,5
28120,998470,8,6
28121,998480,11,4
28122,998490,199,18
28123,998570,12,5
28124,998630,5,1
28125,998640,6,1
28126,998660,94,16
28127,998690,1,0
28128,998730,6,2
28129,998790,7,2
28130,998820,5,0
28131,998850,12,1
28132,998890,2,2
28133,998930,613,52
28134,998990,15,1
28135,999030,1,0
28136,999040,4,1
28137,999170,1,0
28138,999200,24,2
28139,999250,4,0
28140,999310,3,2
28141,999350,1,1
28142,999360,6,2
28143,999410,18,0
28144,999540,2,1
28145,999560,8,1
28146,999640,32,11
28147,999750,1,0
28148,999760,16,6
28149,999830,140,29
28150,999840,4,0
28151,999880,2,0
28152,999900,6,2
28153,999930,2,0
28154,1000080,351,59
28155,1000100,10,4
28156,1000110,20,7
28157,1000130,2,0
28158,1000370,0,1
28159,1000380,216,70
28160,1000460,0,0
28161,1000480,8,2
28162,1000510,16,7
28163,1000540,23,4
28164,1000550,0,0
28165,1000600,1,0
28166,1000790,2,2
28167,1000810,4,1
28168,1000830,54,1
28169,1000860,24,8
28170,1000870,0,1
28171,1000880,0,1
28172,1000980,1,0
28173,1000990,8,2
28174,1001070,38,4
28175,1001140,74,10
28176,1001200,10,0
28177,1001240,7,11
28178,1001340,0,0
28179,1001380,6,3
28180,1001390,0,3
28181,1001430,4,0
28182,1001450,1,0
28183,1001490,6,4
28184,1001500,4,1
28185,1001550,3,2
28186,1001570,1,0
28187,1001640,7,11
28188,1001660,3,0
28189,1001760,0,2
28190,1001860,49,5
28191,1001870,18,0
28192,1001880,13,2
28193,1001910,6,0
28194,1001980,28,5
28195,1002020,20,7
28196,1002030,0,0
28197,1002100,7,11
28198,1002180,1,1
28199,1002200,4,1
28200,1002210,16,1
28201,1002230,1,6
28202,1002270,1,0
28203,1002280,8,2
28204,1002290,103,4
28205,1002310,3,0
28206,1002360,41,1
28207,1002420,3,1
28208,1002490,2,2
28209,1002510,10,0
28210,1002520,3,0
28211,1002540,5,2
28212,1002560,653,29
28213,1002600,3,1
28214,1002630,20,6
28215,1002650,0,2
28216,1002660,9,5
28217,1002670,3,2
28218,1002690,4,0
28219,1002750,1,2
28220,1002800,9,0
28221,1002830,8,4
28222,1002850,34,23
28223,1002860,1,0
28224,1002890,6,4
28225,1002920,10,9
28226,1002930,40,7
28227,1002950,0,1
28228,1002960,12,6
28229,1002970,0,1
28230,1002980,1,0
28231,1003020,9,1
28232,1003070,3,2
28233,1003230,4,1
28234,1003320,5,2
28235,1003360,201,88
28236,1003400,17,5
28237,1003450,4,0
28238,1003480,30,3
28239,1003490,18,6
28240,1003530,1,4
28241,1003600,8,2
28242,1003650,0,3
28243,1003670,0,2
28244,1003690,1,0
28245,1003730,0,0
28246,1003750,103,9
28247,1003850,1,1
28248,1003940,5,9
28249,1004000,16,4
28250,1004030,6,0
28251,1004050,5,5
28252,1004100,2,1
28253,1004150,15,2
28254,1004190,59,6
28255,1004200,2,4
28256,1004210,47,1
28257,1004230,2,0
28258,1004240,522,19
28259,1004270,73,28
28260,1004310,4,0
28261,1004320,0,3
28262,1004500,2,0
28263,1004550,2,2
28264,1004560,24,1
28265,1004570,0,1
28266,1004600,7,4
28267,1004650,35,1
28268,1004710,4,10
28269,1004740,28,1
28270,1004780,3,1
28271,1004790,0,0
28272,1004860,10,1
28273,1005000,13,0
28274,1005050,8,2
28275,1005080,3,0
28276,1005250,3,0
28277,1005310,7,0
28278,1005390,1,0
28279,1005450,8,1
28280,1005630,13,5
28281,1005730,12,0
28282,1005780,0,1
28283,1005870,102,18
28284,1005900,7,0
28285,1005910,125,17
28286,1005930,221,26
28287,1006150,9,3
28288,1006160,3,0
28289,1006170,1,6
28290,1006190,1,0
28291,1006270,20,3
28292,1006390,7,2
28293,1006400,29,2
28294,1006430,3,0
28295,1006440,1,0
28296,1006450,2,0
28297,1006470,0,2
28298,1006600,1,2
28299,1006700,12,7
28300,1006720,3,1
28301,1006730,5,0
28302,1006760,3,1
28303,1006770,1,1
28304,1006800,41,1
28305,1006810,0,1
28306,1006850,6,1
28307,1006880,4,6
28308,1006920,3,1
28309,1006930,0,0
28310,1007050,10,1
28311,1007080,2,2
28312,1007140,3,0
28313,1007200,2,2
28314,1007210,16,2
28315,1007260,4,3
28316,1007350,122,29
28317,1007360,3,0
28318,1007430,12,0
28319,1007440,2,1
28320,1007480,25,2
28321,1007490,1,1
28322,1007560,3,1
28323,1007630,35,0
28324,1007730,10,3
28325,1007780,9,3
28326,1007820,6,0
28327,1007870,8,2
28328,1007880,5,1
28329,1007900,24,1
28330,1007980,9,1
28331,1008000,42,20
28332,1008010,7,1
28333,1008060,6,0
28334,1008140,4,2
28335,1008160,1,0
28336,1008260,3,1
28337,1008280,20,0
28338,1008290,32,25
28339,1008320,4,1
28340,1008370,0,0
28341,1008410,8,5
28342,1008460,0,0
28343,1008510,34,10
28344,1008520,0,0
28345,1008530,39,25
28346,1008610,3,1
28347,1008680,12,4
28348,1008710,1720,76
28349,1008740,9,1
28350,1008800,10,1
28351,1008820,4,0
28352,1008830,48,0
28353,1008850,1,2
28354,1008870,9,1
28355,1008910,61,16
28356,1008920,22,7
28357,1008970,0,0
28358,1009030,1,0
28359,1009040,24,21
28360,1009070,7,19
28361,1009100,0,1
28362,1009150,1,0
28363,1009180,6,4
28364,1009230,0,4
28365,1009330,5,1
28366,1009350,5,0
28367,1009370,1,0
28368,1009390,9,0
28369,1009460,5,0
28370,1009590,6,1
28371,1009690,1,1
28372,1009700,8,0
28373,1009780,2,0
28374,1009810,1,1
28375,1009900,2,0
28376,1009910,3,5
28377,1009950,22,6
28378,1009990,144,31
28379,1010000,1,0
28380,1010120,0,1
28381,1010150,8,1
28382,1010170,45,15
28383,1010180,7,0
28384,1010230,4,1
28385,1010240,50,2
28386,1010330,4,0
28387,1010380,3,3
28388,1010410,6,3
28389,1010480,3,1
28390,1010490,6,6
28391,1010540,8,5
28392,1010590,1,2
28393,1010600,0,0
28394,1010650,15,0
28395,1010660,15,3
28396,1010670,50,2
28397,1010740,0,1
28398,1010780,12,0
28399,1010800,26,6
28400,1010830,10,0
28401,1010850,64,13
28402,1010860,55,38
28403,1010870,552,28
28404,1010930,1,1
28405,1010950,33,0
28406,1010970,18,1
28407,1011000,16,1
28408,1011030,11,8
28409,1011070,23,5
28410,1011110,2,0
28411,1011130,22,3
28412,1011140,0,1
28413,1011220,23,16
28414,1011230,128,351
28415,1011240,3,0
28416,1011270,29,9
28417,1011310,1,0
28418,1011370,0,1
28419,1011470,4,1
28420,1011510,48,10
28421,1011550,10,3
28422,1011620,6,0
28423,1011630,6,3
28424,1011700,6,0
28425,1011740,5,1
28426,1011760,1,1
28427,1011820,1,1
28428,1011860,3,0
28429,1011960,3,0
28430,1011970,37,14
28431,1011990,18,0
28432,1012120,0,0
28433,1012160,0,0
28434,1012180,9,0
28435,1012240,140,2
28436,1012280,1,0
28437,1012390,4,1
28438,1012460,11,1
28439,1012490,2,0
28440,1012510,6,0
28441,1012530,1,0
28442,1012600,1,0
28443,1012710,0,1
28444,1012720,6,0
28445,1012730,79,31
28446,1012800,20,1
28447,1012820,12,8
28448,1012830,20,3
28449,1012860,1,0
28450,1012940,11,0
28451,1013070,5,4
28452,1013120,4,1
28453,1013130,13,4
28454,1013160,0,4
28455,1013180,21,0
28456,1013190,15,0
28457,1013280,17,0
28458,1013350,3,0
28459,1013360,13,4
28460,1013400,0,1
28461,1013410,22,13
28462,1013520,6,0
28463,1013540,51,7
28464,1013580,7,1
28465,1013600,3,0
28466,1013630,3,1
28467,1013650,19,1
28468,1013660,6,4
28469,1013670,0,0
28470,1013680,72,26
28471,1013700,1,1
28472,1013710,3,1
28473,1013730,137,7
28474,1013790,0,0
28475,1013870,147,28
28476,1013890,42,19
28477,1013940,0,1
28478,1013950,5,0
28479,1014020,44,10
28480,1014100,15,2
28481,1014130,19,1
28482,1014140,32,1
28483,1014180,2,0
28484,1014270,3,0
28485,1014280,15,0
28486,1014310,1,0
28487,1014350,4,0
28488,1014360,31,4
28489,1014370,83,18
28490,1014420,11,0
28491,1014430,11,0
28492,1014440,271,21
28493,1014450,1,1
28494,1014460,6,6
28495,1014470,7,1
28496,1014480,47,17
28497,1014550,19,0
28498,1014560,16,2
28499,1014570,9,0
28500,1014590,9,5
28501,1014600,4,1
28502,1014620,1,2
28503,1014660,1,0
28504,1014710,11,5
28505,1014730,16,6
28506,1014740,2,4
28507,1014820,2,0
28508,1014840,1,1
28509,1014880,62,4
28510,1014890,3,2
28511,1014900,9,1
28512,1014930,0,3
28513,1014990,4,1
28514,1015130,47,14
28515,1015240,2,5
28516,1015250,4,1
28517,1015350,15,4
28518,1015430,17,3
28519,1015470,1,3
28520,1015480,28,14
28521,1015530,2,1
28522,1015540,2,0
28523,1015580,2,3
28524,1015660,25,4
28525,1015700,35,11
28526,1015710,85,32
28527,1015820,2,0
28528,1016010,1,2
28529,1016020,8,3
28530,1016060,0,0
28531,1016100,1,1
28532,1016110,354,45
28533,1016250,26,3
28534,1016260,5,0
28535,1016330,2,0
28536,1016350,2,0
28537,1016420,5,1
28538,1016610,1,6
28539,1016630,8,0
28540,1016690,3,1
28541,1016720,46,11
28542,1016730,203,34
28543,1016740,1,4
28544,1016810,5,3
28545,1016840,3,3
28546,1016850,3,0
28547,1016890,1,0
28548,1016970,11,7
28549,1017060,39,9
28550,1017080,54,23
28551,1017100,68,19
28552,1017130,9,4
28553,1017240,4,0
28554,1017270,1,0
28555,1017330,2,2
28556,1017350,5,6
28557,1017480,9,7
28558,1017490,1,0
28559,1017560,11,4
28560,1017580,9,2
28561,1017590,14,0
28562,1017600,5,3
28563,1017610,9,1
28564,1017630,3,0
28565,1017670,5,0
28566,1017780,14,8
28567,1017800,1,1
28568,1017860,27,6
28569,1017940,9,10
28570,1018000,20,10
28571,1018060,34,19
28572,1018090,2,2
28573,1018130,4,0
28574,1018170,10,2
28575,1018380,1,0
28576,1018420,7,1
28577,1018580,2,0
28578,1018680,7,6
28579,1018720,6,1
28580,1018730,3,3
28581,1018770,0,1
28582,1018810,3,0
28583,1018820,3,1
28584,1018900,2,1
28585,1018930,30,4
28586,1018960,1,1
28587,1018980,3,0
28588,1018990,9,0
28589,1019020,2,1
28590,1019040,1,2
28591,1019060,1,0
28592,1019070,0,0
28593,1019150,1,0
28594,1019250,85,28
28595,1019260,1,0
28596,1019400,1,0
28597,1019580,3,2
28598,1019630,16,4
28599,1019710,0,1
28600,1019920,19,2
28601,1019940,42,16
28602,1020010,0,1
28603,1020020,13,1
28604,1020090,10,1
28605,1020250,4,1
28606,1020270,8,3
28607,1020340,132,34
28608,1020360,0,2
28609,1020390,6,1
28610,1020410,6,4
28611,1020440,0,0
28612,1020470,100,14
28613,1020480,2,1
28614,1020490,0,0
28615,1020520,29,1
28616,1020590,10,0
28617,1020600,5,1
28618,1020610,2,2
28619,1020640,65,4
28620,1020650,7,0
28621,1020660,7,5
28622,1020820,346,41
28623,1020830,17,2
28624,1020930,8,0
28625,1020940,23,1
28626,1020980,1,0
28627,1021060,1,0
28628,1021120,6,3
28629,1021130,4,0
28630,1021260,2,6
28631,1021640,6,0
28632,1021670,145,27
28633,1021680,7,2
28634,1021690,133,19
28635,1021700,4,0
28636,1021780,14,34
28637,1021820,3,1
28638,1021840,3,1
28639,1021850,51,0
28640,1021860,2,0
28641,1021950,2966,301
28642,1022000,1,1
28643,1022010,18,2
28644,1022040,1,1
28645,1022130,2,2
28646,1022160,1,0
28647,1022170,1,2
28648,1022180,4,2
28649,1022230,19,3
28650,1022270,2,0
28651,1022280,4,4
28652,1022320,1,0
28653,1022370,5,6
28654,1022530,1,1
28655,1022550,3,0
28656,1022610,6,0
28657,1022630,4,0
28658,1022640,1,1
28659,1022650,3,2
28660,1022770,6,4
28661,1022780,38,8
28662,1022840,5,0
28663,1022870,15,0
28664,1022920,2,1
28665,1023020,1,0
28666,1023040,0,0
28667,1023060,5,4
28668,1023120,2,5
28669,1023130,1,1
28670,1023150,12,3
28671,1023280,1,0
28672,1023320,37,10
28673,1023410,5,1
28674,1023510,10,3
28675,1023550,7,0
28676,1023570,1,1
28677,1023690,17,0
28678,1023870,11,11
28679,1023960,0,5
28680,1023980,60,44
28681,1024080,8,1
28682,1024150,0,2
28683,1024220,2,3
28684,1024250,1,1
28685,1024280,38,0
28686,1024330,2,2
28687,1024430,9,6
28688,1024440,69,4
28689,1024450,0,1
28690,1024490,0,0
28691,1024500,0,0
28692,1024520,4,1
28693,1024540,3,0
28694,1024600,2,8
28695,1024670,10,3
28696,1024690,2,1
28697,1024730,2,0
28698,1024780,1,2
28699,1024790,3,0
28700,1024860,5,0
28701,1024970,7,8
28702,1025000,1,0
28703,1025010,1,0
28704,1025020,1,1
28705,1025050,115,7
28706,1025070,126,1
28707,1025130,26,2
28708,1025200,57,12
28709,1025240,64,3
28710,1025250,154,33
28711,1025260,34,17
28712,1025270,2,2
28713,1025330,1,0
28714,1025480,4,0
28715,1025580,1211,739
28716,1025650,0,3
28717,1025710,11,1
28718,1025740,3,7
28719,1025870,3,3
28720,1025920,20,2
28721,1025940,0,1
28722,1025980,37,23
28723,1025990,1,1
28724,1026030,10,0
28725,1026080,5,2
